PROVINCE,REGION,SECTOR,TSIC-2 dg,TSIC-2dg_details,TSIC-5dg,TSIC-5dg_details,BUSINESS SIZE,NUMBER of MSME,DATA SOURCE,YEAR
Lopburi,Central,M,60,Professional and technical services,06055,Professional and technical services - small establishments,Small,40,SYNTHETIC SAMPLE - generated from Scout metadata,2023
Lopburi,Central,M,60,Professional and technical services,06066,Professional and technical services - medium establishments,Medium,9,SYNTHETIC SAMPLE - generated from Scout metadata,2023
Sing Buri,Central,A,10,Agriculture and food processing,01055,Agriculture and food processing - micro establishments,Micro,257,SYNTHETIC SAMPLE - generated from Scout metadata,2023
Sing Buri,Central,A,10,Agriculture and food processing,01055,Agriculture and food processing - small establishments,Small,68,SYNTHETIC SAMPLE - generated from Scout metadata,2023
Sing Buri,Central,A,10,Agriculture and food processing,01066,Agriculture and food processing - medium establishments,Medium,13,SYNTHETIC SAMPLE - generated from Scout metadata,2023
Sing Buri,Central,C,20,Manufacturing,02055,Manufacturing - micro establishments,Micro,374,SYNTHETIC SAMPLE - generated from Scout metadata,2023
Sing Buri,Central,C,20,Manufacturing,02055,Manufacturing - small establishments,Small,76,SYNTHETIC SAMPLE - generated from Scout metadata,2023
Sing Buri,Central,C,20,Manufacturing,02066,Manufacturing - medium establishments,Medium,19,SYNTHETIC SAMPLE - generated from Scout metadata,2023
Sing Buri,Central,G,30,Wholesale and retail trade,03055,Wholesale and retail trade - micro establishments,Micro,447,SYNTHETIC SAMPLE - generated from Scout metadata,2023
Sing Buri,Central,G,30,Wholesale and retail trade,03055,Wholesale and retail trade - small establishments,Small,101,SYNTHETIC SAMPLE - generated from Scout metadata,2023
Sing Buri,Central,G,30,Wholesale and retail trade,03066,Wholesale and retail trade - medium establishments,Medium,21,SYNTHETIC SAMPLE - generated from Scout metadata,2023
Sing Buri,Central,I,40,Accommodation and food service,04055,Accommodation and food service - micro establishments,Micro,328,SYNTHETIC SAMPLE - generated from Scout metadata,2023
Sing Buri,Central,I,40,Accommodation and food service,04055,Accommodation and food service - small establishments,Small,73,SYNTHETIC SAMPLE - generated from Scout metadata,2023
Sing Buri,Central,I,40,Accommodation and food service,04066,Accommodation and food service - medium establishments,Medium,19,SYNTHETIC SAMPLE - generated from Scout metadata,2023
Sing Buri,Central,J,50,Information and communication,05055,Information and communication - micro establishments,Micro,135,SYNTHETIC SAMPLE - generated from Scout metadata,2023
Sing Buri,Central,J,50,Information and communication,05055,Information and communication - small establishments,Small,32,SYNTHETIC SAMPLE - generated from Scout metadata,2023
Sing Buri,Central,J,50,Information and communication,05066,Information and communication - medium establishments,Medium,8,SYNTHETIC SAMPLE - generated from Scout metadata,2023
Sing Buri,Central,M,60,Professional and technical services,06055,Professional and technical services - micro establishments,Micro,199,SYNTHETIC SAMPLE - generated from Scout metadata,2023
Sing Buri,Central,M,60,Professional and technical services,06055,Professional and technical services - small establishments,Small,41,SYNTHETIC SAMPLE - generated from Scout metadata,2023
Sing Buri,Central,M,60,Professional and technical services,06066,Professional and technical services - medium establishments,Medium,8,SYNTHETIC SAMPLE - generated from Scout metadata,2023
Ang Thong,Central,A,10,Agriculture and food processing,01055,Agriculture and food processing - micro establishments,Micro,216,SYNTHETIC SAMPLE - generated from Scout metadata,2023
Ang Thong,Central,A,10,Agriculture and food processing,01055,Agriculture and food processing - small establishments,Small,51,SYNTHETIC SAMPLE - generated from Scout metadata,2023
Ang Thong,Central,A,10,Agriculture and food processing,01066,Agriculture and food processing - medium establishments,Medium,11,SYNTHETIC SAMPLE - generated from Scout metadata,2023
Ang Thong,Central,C,20,Manufacturing,02055,Manufacturing - micro establishments,Micro,281,SYNTHETIC SAMPLE - generated from Scout metadata,2023
Ang Thong,Central,C,20,Manufacturing,02055,Manufacturing - small establishments,Small,66,SYNTHETIC SAMPLE - generated from Scout metadata,2023
Ang Thong,Central,C,20,Manufacturing,02066,Manufacturing - medium establishments,Medium,14,SYNTHETIC SAMPLE - generated from Scout metadata,2023
Ang Thong,Central,G,30,Wholesale and retail trade,03055,Wholesale and retail trade - micro establishments,Micro,388,SYNTHETIC SAMPLE - generated from Scout metadata,2023
Ang Thong,Central,G,30,Wholesale and retail trade,03055,Wholesale and retail trade - small establishments,Small,83,SYNTHETIC SAMPLE - generated from Scout metadata,2023
Ang Thong,Central,G,30,Wholesale and retail trade,03066,Wholesale and retail trade - medium establishments,Medium,20,SYNTHETIC SAMPLE - generated from Scout metadata,2023
Ang Thong,Central,I,40,Accommodation and food service,04055,Accommodation and food service - micro establishments,Micro,303,SYNTHETIC SAMPLE - generated from Scout metadata,2023
Ang Thong,Central,I,40,Accommodation and food service,04055,Accommodation and food service - small establishments,Small,66,SYNTHETIC SAMPLE - generated from Scout metadata,2023
Ang Thong,Central,I,40,Accommodation and food service,04066,Accommodation and food service - medium establishments,Medium,16,SYNTHETIC SAMPLE - generated from Scout metadata,2023
Ang Thong,Central,J,50,Information and communication,05055,Information and communication - micro establishments,Micro,146,SYNTHETIC SAMPLE - generated from Scout metadata,2023
Ang Thong,Central,J,50,Information and communication,05055,Information and communication - small establishments,Small,29,SYNTHETIC SAMPLE - generated from Scout metadata,2023
Ang Thong,Central,J,50,Information and communication,05066,Information and communication - medium establishments,Medium,6,SYNTHETIC SAMPLE - generated from Scout metadata,2023
Ang Thong,Central,M,60,Professional and technical services,06055,Professional and technical services - micro establishments,Micro,163,SYNTHETIC SAMPLE - generated from Scout metadata,2023
Ang Thong,Central,M,60,Professional and technical services,06055,Professional and technical services - small establishments,Small,36,SYNTHETIC SAMPLE - generated from Scout metadata,2023
Ang Thong,Central,M,60,Professional and technical services,06066,Professional and technical services - medium establishments,Medium,9,SYNTHETIC SAMPLE - generated from Scout metadata,2023
Chai Nat,Central,A,10,Agriculture and food processing,01055,Agriculture and food processing - micro establishments,Micro,253,SYNTHETIC SAMPLE - generated from Scout metadata,2023
Chai Nat,Central,A,10,Agriculture and food processing,01055,Agriculture and food processing - small establishments,Small,61,SYNTHETIC SAMPLE - generated from Scout metadata,2023
Chai Nat,Central,A,10,Agriculture and food processing,01066,Agriculture and food processing - medium establishments,Medium,12,SYNTHETIC SAMPLE - generated from Scout metadata,2023
Chai Nat,Central,C,20,Manufacturing,02055,Manufacturing - micro establishments,Micro,310,SYNTHETIC SAMPLE - generated from Scout metadata,2023
Chai Nat,Central,C,20,Manufacturing,02055,Manufacturing - small establishments,Small,75,SYNTHETIC SAMPLE - generated from Scout metadata,2023
Chai Nat,Central,C,20,Manufacturing,02066,Manufacturing - medium establishments,Medium,14,SYNTHETIC SAMPLE - generated from Scout metadata,2023
Chai Nat,Central,G,30,Wholesale and retail trade,03055,Wholesale and retail trade - micro establishments,Micro,364,SYNTHETIC SAMPLE - generated from Scout metadata,2023
Chai Nat,Central,G,30,Wholesale and retail trade,03055,Wholesale and retail trade - small establishments,Small,86,SYNTHETIC SAMPLE - generated from Scout metadata,2023
Chai Nat,Central,G,30,Wholesale and retail trade,03066,Wholesale and retail trade - medium establishments,Medium,20,SYNTHETIC SAMPLE - generated from Scout metadata,2023
Chai Nat,Central,I,40,Accommodation and food service,04055,Accommodation and food service - micro establishments,Micro,319,SYNTHETIC SAMPLE - generated from Scout metadata,2023
Chai Nat,Central,I,40,Accommodation and food service,04055,Accommodation and food service - small establishments,Small,70,SYNTHETIC SAMPLE - generated from Scout metadata,2023
Chai Nat,Central,I,40,Accommodation and food service,04066,Accommodation and food service - medium establishments,Medium,17,SYNTHETIC SAMPLE - generated from Scout metadata,2023
Chai Nat,Central,J,50,Information and communication,05055,Information and communication - micro establishments,Micro,133,SYNTHETIC SAMPLE - generated from Scout metadata,2023
Chai Nat,Central,J,50,Information and communication,05055,Information and communication - small establishments,Small,32,SYNTHETIC SAMPLE - generated from Scout metadata,2023
Chai Nat,Central,J,50,Information and communication,05066,Information and communication - medium establishments,Medium,7,SYNTHETIC SAMPLE - generated from Scout metadata,2023
Chai Nat,Central,M,60,Professional and technical services,06055,Professional and technical services - micro establishments,Micro,185,SYNTHETIC SAMPLE - generated from Scout metadata,2023
Chai Nat,Central,M,60,Professional and technical services,06055,Professional and technical services - small establishments,Small,37,SYNTHETIC SAMPLE - generated from Scout metadata,2023
Chai Nat,Central,M,60,Professional and technical services,06066,Professional and technical services - medium establishments,Medium,8,SYNTHETIC SAMPLE - generated from Scout metadata,2023
Nakhon Nayok,Central,A,10,Agriculture and food processing,01055,Agriculture and food processing - micro establishments,Micro,322,SYNTHETIC SAMPLE - generated from Scout metadata,2023
Nakhon Nayok,Central,A,10,Agriculture and food processing,01055,Agriculture and food processing - small establishments,Small,71,SYNTHETIC SAMPLE - generated from Scout metadata,2023
Nakhon Nayok,Central,A,10,Agriculture and food processing,01066,Agriculture and food processing - medium establishments,Medium,17,SYNTHETIC SAMPLE - generated from Scout metadata,2023
Nakhon Nayok,Central,C,20,Manufacturing,02055,Manufacturing - micro establishments,Micro,417,SYNTHETIC SAMPLE - generated from Scout metadata,2023
Nakhon Nayok,Central,C,20,Manufacturing,02055,Manufacturing - small establishments,Small,94,SYNTHETIC SAMPLE - generated from Scout metadata,2023
Nakhon Nayok,Central,C,20,Manufacturing,02066,Manufacturing - medium establishments,Medium,19,SYNTHETIC SAMPLE - generated from Scout metadata,2023
Nakhon Nayok,Central,G,30,Wholesale and retail trade,03055,Wholesale and retail trade - micro establishments,Micro,537,SYNTHETIC SAMPLE - generated from Scout metadata,2023
Nakhon Nayok,Central,G,30,Wholesale and retail trade,03055,Wholesale and retail trade - small establishments,Small,119,SYNTHETIC SAMPLE - generated from Scout metadata,2023
Nakhon Nayok,Central,G,30,Wholesale and retail trade,03066,Wholesale and retail trade - medium establishments,Medium,25,SYNTHETIC SAMPLE - generated from Scout metadata,2023
Nakhon Nayok,Central,I,40,Accommodation and food service,04055,Accommodation and food service - micro establishments,Micro,373,SYNTHETIC SAMPLE - generated from Scout metadata,2023
Nakhon Nayok,Central,I,40,Accommodation and food service,04055,Accommodation and food service - small establishments,Small,91,SYNTHETIC SAMPLE - generated from Scout metadata,2023
Nakhon Nayok,Central,I,40,Accommodation and food service,04066,Accommodation and food service - medium establishments,Medium,18,SYNTHETIC SAMPLE - generated from Scout metadata,2023
Nakhon Nayok,Central,J,50,Information and communication,05055,Information and communication - micro establishments,Micro,167,SYNTHETIC SAMPLE - generated from Scout metadata,2023
Nakhon Nayok,Central,J,50,Information and communication,05055,Information and communication - small establishments,Small,42,SYNTHETIC SAMPLE - generated from Scout metadata,2023
Nakhon Nayok,Central,J,50,Information and communication,05066,Information and communication - medium establishments,Medium,8,SYNTHETIC SAMPLE - generated from Scout metadata,2023
Nakhon Nayok,Central,M,60,Professional and technical services,06055,Professional and technical services - micro establishments,Micro,239,SYNTHETIC SAMPLE - generated from Scout metadata,2023
Nakhon Nayok,Central,M,60,Professional and technical services,06055,Professional and technical services - small establishments,Small,45,SYNTHETIC SAMPLE - generated from Scout metadata,2023
Nakhon Nayok,Central,M,60,Professional and technical services,06066,Professional and technical services - medium establishments,Medium,10,SYNTHETIC SAMPLE - generated from Scout metadata,2023
Samut Sakhon,Central,A,10,Agriculture and food processing,01055,Agriculture and food processing - micro establishments,Micro,213,SYNTHETIC SAMPLE - generated from Scout metadata,2023
Samut Sakhon,Central,A,10,Agriculture and food processing,01055,Agriculture and food processing - small establishments,Small,59,SYNTHETIC SAMPLE - generated from Scout metadata,2023
Samut Sakhon,Central,A,10,Agriculture and food processing,01066,Agriculture and food processing - medium establishments,Medium,12,SYNTHETIC SAMPLE - generated from Scout metadata,2023
Samut Sakhon,Central,C,20,Manufacturing,02055,Manufacturing - micro establishments,Micro,315,SYNTHETIC SAMPLE - generated from Scout metadata,2023
Samut Sakhon,Central,C,20,Manufacturing,02055,Manufacturing - small establishments,Small,60,SYNTHETIC SAMPLE - generated from Scout metadata,2023
Samut Sakhon,Central,C,20,Manufacturing,02066,Manufacturing - medium establishments,Medium,16,SYNTHETIC SAMPLE - generated from Scout metadata,2023
Samut Sakhon,Central,G,30,Wholesale and retail trade,03055,Wholesale and retail trade - micro establishments,Micro,351,SYNTHETIC SAMPLE - generated from Scout metadata,2023
Samut Sakhon,Central,G,30,Wholesale and retail trade,03055,Wholesale and retail trade - small establishments,Small,79,SYNTHETIC SAMPLE - generated from Scout metadata,2023
Samut Sakhon,Central,G,30,Wholesale and retail trade,03066,Wholesale and retail trade - medium establishments,Medium,19,SYNTHETIC SAMPLE - generated from Scout metadata,2023
Samut Sakhon,Central,I,40,Accommodation and food service,04055,Accommodation and food service - micro establishments,Micro,256,SYNTHETIC SAMPLE - generated from Scout metadata,2023
Samut Sakhon,Central,I,40,Accommodation and food service,04055,Accommodation and food service - small establishments,Small,73,SYNTHETIC SAMPLE - generated from Scout metadata,2023
Samut Sakhon,Central,I,40,Accommodation and food service,04066,Accommodation and food service - medium establishments,Medium,13,SYNTHETIC SAMPLE - generated from Scout metadata,2023
Samut Sakhon,Central,J,50,Information and communication,05055,Information and communication - micro establishments,Micro,142,SYNTHETIC SAMPLE - generated from Scout metadata,2023
Samut Sakhon,Central,J,50,Information and communication,05055,Information and communication - small establishments,Small,27,SYNTHETIC SAMPLE - generated from Scout metadata,2023
Samut Sakhon,Central,J,50,Information and communication,05066,Information and communication - medium establishments,Medium,6,SYNTHETIC SAMPLE - generated from Scout metadata,2023
Samut Sakhon,Central,M,60,Professional and technical services,06055,Professional and technical services - micro establishments,Micro,170,SYNTHETIC SAMPLE - generated from Scout metadata,2023
Samut Sakhon,Central,M,60,Professional and technical services,06055,Professional and technical services - small establishments,Small,40,SYNTHETIC SAMPLE - generated from Scout metadata,2023
Samut Sakhon,Central,M,60,Professional and technical services,06066,Professional and technical services - medium establishments,Medium,8,SYNTHETIC SAMPLE - generated from Scout metadata,2023
Samut Songkhram,Central,A,10,Agriculture and food processing,01055,Agriculture and food processing - micro establishments,Micro,331,SYNTHETIC SAMPLE - generated from Scout metadata,2023
Samut Songkhram,Central,A,10,Agriculture and food processing,01055,Agriculture and food processing - small establishments,Small,69,SYNTHETIC SAMPLE - generated from Scout metadata,2023
Samut Songkhram,Central,A,10,Agriculture and food processing,01066,Agriculture and food processing - medium establishments,Medium,17,SYNTHETIC SAMPLE - generated from Scout metadata,2023
Samut Songkhram,Central,C,20,Manufacturing,02055,Manufacturing - micro establishments,Micro,400,SYNTHETIC SAMPLE - generated from Scout metadata,2023
Samut Songkhram,Central,C,20,Manufacturing,02055,Manufacturing - small establishments,Small,88,SYNTHETIC SAMPLE - generated from Scout metadata,2023
Samut Songkhram,Central,C,20,Manufacturing,02066,Manufacturing - medium establishments,Medium,21,SYNTHETIC SAMPLE - generated from Scout metadata,2023
Samut Songkhram,Central,G,30,Wholesale and retail trade,03055,Wholesale and retail trade - micro establishments,Micro,451,SYNTHETIC SAMPLE - generated from Scout metadata,2023
Samut Songkhram,Central,G,30,Wholesale and retail trade,03055,Wholesale and retail trade - small establishments,Small,118,SYNTHETIC SAMPLE - generated from Scout metadata,2023
Samut Songkhram,Central,G,30,Wholesale and retail trade,03066,Wholesale and retail trade - medium establishments,Medium,24,SYNTHETIC SAMPLE - generated from Scout metadata,2023
Samut Songkhram,Central,I,40,Accommodation and food service,04055,Accommodation and food service - micro establishments,Micro,376,SYNTHETIC SAMPLE - generated from Scout metadata,2023
Samut Songkhram,Central,I,40,Accommodation and food service,04055,Accommodation and food service - small establishments,Small,79,SYNTHETIC SAMPLE - generated from Scout metadata,2023
Samut Songkhram,Central,I,40,Accommodation and food service,04066,Accommodation and food service - medium establishments,Medium,20,SYNTHETIC SAMPLE - generated from Scout metadata,2023
Samut Songkhram,Central,J,50,Information and communication,05055,Information and communication - micro establishments,Micro,160,SYNTHETIC SAMPLE - generated from Scout metadata,2023
Samut Songkhram,Central,J,50,Information and communication,05055,Information and communication - small establishments,Small,35,SYNTHETIC SAMPLE - generated from Scout metadata,2023
Samut Songkhram,Central,J,50,Information and communication,05066,Information and communication - medium establishments,Medium,9,SYNTHETIC SAMPLE - generated from Scout metadata,2023
Samut Songkhram,Central,M,60,Professional and technical services,06055,Professional and technical services - micro establishments,Micro,230,SYNTHETIC SAMPLE - generated from Scout metadata,2023
Samut Songkhram,Central,M,60,Professional and technical services,06055,Professional and technical services - small establishments,Small,45,SYNTHETIC SAMPLE - generated from Scout metadata,2023
Samut Songkhram,Central,M,60,Professional and technical services,06066,Professional and technical services - medium establishments,Medium,10,SYNTHETIC SAMPLE - generated from Scout metadata,2023
Nakhon Pathom,Central,A,10,Agriculture and food processing,01055,Agriculture and food processing - micro establishments,Micro,237,SYNTHETIC SAMPLE - generated from Scout metadata,2023
Nakhon Pathom,Central,A,10,Agriculture and food processing,01055,Agriculture and food processing - small establishments,Small,54,SYNTHETIC SAMPLE - generated from Scout metadata,2023
Nakhon Pathom,Central,A,10,Agriculture and food processing,01066,Agriculture and food processing - medium establishments,Medium,14,SYNTHETIC SAMPLE - generated from Scout metadata,2023
Nakhon Pathom,Central,C,20,Manufacturing,02055,Manufacturing - micro establishments,Micro,291,SYNTHETIC SAMPLE - generated from Scout metadata,2023
Nakhon Pathom,Central,C,20,Manufacturing,02055,Manufacturing - small establishments,Small,77,SYNTHETIC SAMPLE - generated from Scout metadata,2023
Nakhon Pathom,Central,C,20,Manufacturing,02066,Manufacturing - medium establishments,Medium,14,SYNTHETIC SAMPLE - generated from Scout metadata,2023
Nakhon Pathom,Central,G,30,Wholesale and retail trade,03055,Wholesale and retail trade - micro establishments,Micro,397,SYNTHETIC SAMPLE - generated from Scout metadata,2023
Nakhon Pathom,Central,G,30,Wholesale and retail trade,03055,Wholesale and retail trade - small establishments,Small,94,SYNTHETIC SAMPLE - generated from Scout metadata,2023
Nakhon Pathom,Central,G,30,Wholesale and retail trade,03066,Wholesale and retail trade - medium establishments,Medium,19,SYNTHETIC SAMPLE - generated from Scout metadata,2023
Nakhon Pathom,Central,I,40,Accommodation and food service,04055,Accommodation and food service - micro establishments,Micro,282,SYNTHETIC SAMPLE - generated from Scout metadata,2023
Nakhon Pathom,Central,I,40,Accommodation and food service,04055,Accommodation and food service - small establishments,Small,62,SYNTHETIC SAMPLE - generated from Scout metadata,2023
Nakhon Pathom,Central,I,40,Accommodation and food service,04066,Accommodation and food service - medium establishments,Medium,14,SYNTHETIC SAMPLE - generated from Scout metadata,2023
Nakhon Pathom,Central,J,50,Information and communication,05055,Information and communication - micro establishments,Micro,154,SYNTHETIC SAMPLE - generated from Scout metadata,2023
Nakhon Pathom,Central,J,50,Information and communication,05055,Information and communication - small establishments,Small,35,SYNTHETIC SAMPLE - generated from Scout metadata,2023
Nakhon Pathom,Central,J,50,Information and communication,05066,Information and communication - medium establishments,Medium,7,SYNTHETIC SAMPLE - generated from Scout metadata,2023
Nakhon Pathom,Central,M,60,Professional and technical services,06055,Professional and technical services - micro establishments,Micro,162,SYNTHETIC SAMPLE - generated from Scout metadata,2023
Nakhon Pathom,Central,M,60,Professional and technical services,06055,Professional and technical services - small establishments,Small,35,SYNTHETIC SAMPLE - generated from Scout metadata,2023
Nakhon Pathom,Central,M,60,Professional and technical services,06066,Professional and technical services - medium establishments,Medium,8,SYNTHETIC SAMPLE - generated from Scout metadata,2023
Suphan Buri,Central,A,10,Agriculture and food processing,01055,Agriculture and food processing - micro establishments,Micro,257,SYNTHETIC SAMPLE - generated from Scout metadata,2023
Suphan Buri,Central,A,10,Agriculture and food processing,01055,Agriculture and food processing - small establishments,Small,73,SYNTHETIC SAMPLE - generated from Scout metadata,2023
Suphan Buri,Central,A,10,Agriculture and food processing,01066,Agriculture and food processing - medium establishments,Medium,15,SYNTHETIC SAMPLE - generated from Scout metadata,2023
Suphan Buri,Central,C,20,Manufacturing,02055,Manufacturing - micro establishments,Micro,321,SYNTHETIC SAMPLE - generated from Scout metadata,2023
Suphan Buri,Central,C,20,Manufacturing,02055,Manufacturing - small establishments,Small,82,SYNTHETIC SAMPLE - generated from Scout metadata,2023
Suphan Buri,Central,C,20,Manufacturing,02066,Manufacturing - medium establishments,Medium,20,SYNTHETIC SAMPLE - generated from Scout metadata,2023
Suphan Buri,Central,G,30,Wholesale and retail trade,03055,Wholesale and retail trade - micro establishments,Micro,435,SYNTHETIC SAMPLE - generated from Scout metadata,2023
Suphan Buri,Central,G,30,Wholesale and retail trade,03055,Wholesale and retail trade - small establishments,Small,107,SYNTHETIC SAMPLE - generated from Scout metadata,2023
Suphan Buri,Central,G,30,Wholesale and retail trade,03066,Wholesale and retail trade - medium establishments,Medium,21,SYNTHETIC SAMPLE - generated from Scout metadata,2023
Suphan Buri,Central,I,40,Accommodation and food service,04055,Accommodation and food service - micro establishments,Micro,350,SYNTHETIC SAMPLE - generated from Scout metadata,2023
Suphan Buri,Central,I,40,Accommodation and food service,04055,Accommodation and food service - small establishments,Small,75,SYNTHETIC SAMPLE - generated from Scout metadata,2023
Suphan Buri,Central,I,40,Accommodation and food service,04066,Accommodation and food service - medium establishments,Medium,20,SYNTHETIC SAMPLE - generated from Scout metadata,2023
Suphan Buri,Central,J,50,Information and communication,05055,Information and communication - micro establishments,Micro,157,SYNTHETIC SAMPLE - generated from Scout metadata,2023
Suphan Buri,Central,J,50,Information and communication,05055,Information and communication - small establishments,Small,36,SYNTHETIC SAMPLE - generated from Scout metadata,2023
Suphan Buri,Central,J,50,Information and communication,05066,Information and communication - medium establishments,Medium,8,SYNTHETIC SAMPLE - generated from Scout metadata,2023
Suphan Buri,Central,M,60,Professional and technical services,06055,Professional and technical services - micro establishments,Micro,218,SYNTHETIC SAMPLE - generated from Scout metadata,2023
Suphan Buri,Central,M,60,Professional and technical services,06055,Professional and technical services - small establishments,Small,41,SYNTHETIC SAMPLE - generated from Scout metadata,2023
Suphan Buri,Central,M,60,Professional and technical services,06066,Professional and technical services - medium establishments,Medium,11,SYNTHETIC SAMPLE - generated from Scout metadata,2023
Chonburi,East,A,10,Agriculture and food processing,01055,Agriculture and food processing - micro establishments,Micro,244,SYNTHETIC SAMPLE - generated from Scout metadata,2023
Chonburi,East,A,10,Agriculture and food processing,01055,Agriculture and food processing - small establishments,Small,66,SYNTHETIC SAMPLE - generated from Scout metadata,2023
Chonburi,East,A,10,Agriculture and food processing,01066,Agriculture and food processing - medium establishments,Medium,12,SYNTHETIC SAMPLE - generated from Scout metadata,2023
Chonburi,East,C,20,Manufacturing,02055,Manufacturing - micro establishments,Micro,311,SYNTHETIC SAMPLE - generated from Scout metadata,2023
Chonburi,East,C,20,Manufacturing,02055,Manufacturing - small establishments,Small,84,SYNTHETIC SAMPLE - generated from Scout metadata,2023
Chonburi,East,C,20,Manufacturing,02066,Manufacturing - medium establishments,Medium,18,SYNTHETIC SAMPLE - generated from Scout metadata,2023
Chonburi,East,G,30,Wholesale and retail trade,03055,Wholesale and retail trade - micro establishments,Micro,390,SYNTHETIC SAMPLE - generated from Scout metadata,2023
Chonburi,East,G,30,Wholesale and retail trade,03055,Wholesale and retail trade - small establishments,Small,97,SYNTHETIC SAMPLE - generated from Scout metadata,2023
Chonburi,East,G,30,Wholesale and retail trade,03066,Wholesale and retail trade - medium establishments,Medium,22,SYNTHETIC SAMPLE - generated from Scout metadata,2023
Chonburi,East,I,40,Accommodation and food service,04055,Accommodation and food service - micro establishments,Micro,291,SYNTHETIC SAMPLE - generated from Scout metadata,2023
Chonburi,East,I,40,Accommodation and food service,04055,Accommodation and food service - small establishments,Small,80,SYNTHETIC SAMPLE - generated from Scout metadata,2023
Chonburi,East,I,40,Accommodation and food service,04066,Accommodation and food service - medium establishments,Medium,15,SYNTHETIC SAMPLE - generated from Scout metadata,2023
Chonburi,East,J,50,Information and communication,05055,Information and communication - micro establishments,Micro,133,SYNTHETIC SAMPLE - generated from Scout metadata,2023
Chonburi,East,J,50,Information and communication,05055,Information and communication - small establishments,Small,31,SYNTHETIC SAMPLE - generated from Scout metadata,2023
Chonburi,East,J,50,Information and communication,05066,Information and communication - medium establishments,Medium,7,SYNTHETIC SAMPLE - generated from Scout metadata,2023
Chonburi,East,M,60,Professional and technical services,06055,Professional and technical services - micro establishments,Micro,184,SYNTHETIC SAMPLE - generated from Scout metadata,2023
Chonburi,East,M,60,Professional and technical services,06055,Professional and technical services - small establishments,Small,40,SYNTHETIC SAMPLE - generated from Scout metadata,2023
Chonburi,East,M,60,Professional and technical services,06066,Professional and technical services - medium establishments,Medium,8,SYNTHETIC SAMPLE - generated from Scout metadata,2023
Rayong,East,A,10,Agriculture and food processing,01055,Agriculture and food processing - micro establishments,Micro,296,SYNTHETIC SAMPLE - generated from Scout metadata,2023
Rayong,East,A,10,Agriculture and food processing,01055,Agriculture and food processing - small establishments,Small,76,SYNTHETIC SAMPLE - generated from Scout metadata,2023
Rayong,East,A,10,Agriculture and food processing,01066,Agriculture and food processing - medium establishments,Medium,16,SYNTHETIC SAMPLE - generated from Scout metadata,2023
Rayong,East,C,20,Manufacturing,02055,Manufacturing - micro establishments,Micro,367,SYNTHETIC SAMPLE - generated from Scout metadata,2023
Rayong,East,C,20,Manufacturing,02055,Manufacturing - small establishments,Small,88,SYNTHETIC SAMPLE - generated from Scout metadata,2023
Rayong,East,C,20,Manufacturing,02066,Manufacturing - medium establishments,Medium,19,SYNTHETIC SAMPLE - generated from Scout metadata,2023
Rayong,East,G,30,Wholesale and retail trade,03055,Wholesale and retail trade - micro establishments,Micro,448,SYNTHETIC SAMPLE - generated from Scout metadata,2023
Rayong,East,G,30,Wholesale and retail trade,03055,Wholesale and retail trade - small establishments,Small,108,SYNTHETIC SAMPLE - generated from Scout metadata,2023
Rayong,East,G,30,Wholesale and retail trade,03066,Wholesale and retail trade - medium establishments,Medium,21,SYNTHETIC SAMPLE - generated from Scout metadata,2023
Rayong,East,I,40,Accommodation and food service,04055,Accommodation and food service - micro establishments,Micro,338,SYNTHETIC SAMPLE - generated from Scout metadata,2023
Rayong,East,I,40,Accommodation and food service,04055,Accommodation and food service - small establishments,Small,82,SYNTHETIC SAMPLE - generated from Scout metadata,2023
Rayong,East,I,40,Accommodation and food service,04066,Accommodation and food service - medium establishments,Medium,18,SYNTHETIC SAMPLE - generated from Scout metadata,2023
Rayong,East,J,50,Information and communication,05055,Information and communication - micro establishments,Micro,174,SYNTHETIC SAMPLE - generated from Scout metadata,2023
Rayong,East,J,50,Information and communication,05055,Information and communication - small establishments,Small,41,SYNTHETIC SAMPLE - generated from Scout metadata,2023
Rayong,East,J,50,Information and communication,05066,Information and communication - medium establishments,Medium,10,SYNTHETIC SAMPLE - generated from Scout metadata,2023
Rayong,East,M,60,Professional and technical services,06055,Professional and technical services - micro establishments,Micro,223,SYNTHETIC SAMPLE - generated from Scout metadata,2023
Rayong,East,M,60,Professional and technical services,06055,Professional and technical services - small establishments,Small,45,SYNTHETIC SAMPLE - generated from Scout metadata,2023
Rayong,East,M,60,Professional and technical services,06066,Professional and technical services - medium establishments,Medium,10,SYNTHETIC SAMPLE - generated from Scout metadata,2023
Chachoengsao,East,A,10,Agriculture and food processing,01055,Agriculture and food processing - micro establishments,Micro,291,SYNTHETIC SAMPLE - generated from Scout metadata,2023
Chachoengsao,East,A,10,Agriculture and food processing,01055,Agriculture and food processing - small establishments,Small,64,SYNTHETIC SAMPLE - generated from Scout metadata,2023
Chachoengsao,East,A,10,Agriculture and food processing,01066,Agriculture and food processing - medium establishments,Medium,14,SYNTHETIC SAMPLE - generated from Scout metadata,2023
Chachoengsao,East,C,20,Manufacturing,02055,Manufacturing - micro establishments,Micro,334,SYNTHETIC SAMPLE - generated from Scout metadata,2023
Chachoengsao,East,C,20,Manufacturing,02055,Manufacturing - small establishments,Small,77,SYNTHETIC SAMPLE - generated from Scout metadata,2023
Chachoengsao,East,C,20,Manufacturing,02066,Manufacturing - medium establishments,Medium,19,SYNTHETIC SAMPLE - generated from Scout metadata,2023
