customer_id,signup_date,region,plan_type,acquisition_channel,age,account_tenure_days,avg_order_value,orders_last_90d,app_sessions_last_30d,support_tickets_90d,late_delivery_rate,avg_delivery_delay_hours,discount_ratio,product_variety_score,return_rate_90d,competitor_price_index,days_since_last_order,account_status_30d,post_period_refund_flag,account_note_post_period,is_outlier
PC101185,2024-04-18,suburban,premium,paid_search,37.0,257,135.12,9,18,1,0.072,12.55,0.114,49.3,0.133,0.899,46.3,0,N,support,1
PC101433,2024-01-13,metro,basic,referral,38.0,353,40.53,10,12,0,0.027,8.64,0.061,44.6,0.014,1.099,28.6,0,N,support,0
PC101270,2024-01-06,metro,plus,organic,52.0,360,43.49,10,10,1,0.35,32.16,0.204,36.1,0.034,1.137,12.7,0,N,support,0
PC100760,2024-06-08,metro,plus,referral,36.0,206,44.0,10,9,2,0.21,15.66,0.447,48.4,0.073,0.872,15.0,0,N,support,0
PC100093,2024-10-27,metro,basic,referral,27.0,65,36.12,10,14,0,0.166,13.64,0.003,71.1,0.106,0.937,19.4,0,N,support,0
PC101049,2024-02-22,metro,basic,organic,30.0,313,52.75,11,11,3,0.151,23.67,0.265,74.6,0.153,1.065,3.5,0,N,support,1
PC100426,2024-07-23,metro,basic,referral,41.0,161,60.36,4,11,0,0.236,21.76,0.217,68.3,0.032,0.944,29.2,0,N,support,0
PC100241,2024-05-13,metro,plus,paid_search,58.0,232,47.56,3,10,0,0.037,23.11,0.131,62.2,0.015,1.123,39.7,0,N,support,0
PC101512,2024-04-20,rural,basic,social,43.0,255,30.7,5,10,2,0.144,16.48,0.309,82.7,0.048,0.896,40.8,0,N,support,0
PC102068,2024-03-09,metro,basic,paid_search,29.0,297,38.56,5,12,1,0.018,4.28,0.333,61.1,0.068,1.127,19.9,0,N,support,0
PC101600,2024-10-04,suburban,premium,social,44.0,88,83.41,11,14,1,0.059,12.78,0.246,32.2,0.085,0.911,8.1,1,N,late delivery,1
PC100794,2024-11-19,metro,plus,paid_search,68.0,42,89.36,10,14,0,0.023,21.63,0.26,59.4,0.011,1.008,28.5,1,N,late delivery,1
PC100424,2024-08-28,suburban,basic,paid_search,48.0,125,63.14,8,10,3,0.184,16.64,0.462,44.4,0.105,1.289,18.3,0,Y,support,1
PC100635,2024-02-11,suburban,basic,social,48.0,324,28.0,6,7,1,0.131,7.73,0.255,74.4,0.019,0.856,50.9,0,N,support,0
PC101708,2024-01-23,metro,basic,affiliate,34.0,343,43.11,4,11,0,0.074,4.25,0.426,61.6,0.021,0.841,33.3,1,Y,late delivery,1
PC100640,2023-01-01,metro,premium,paid_search,55.0,907,46.46,13,12,1,0.027,21.35,0.245,55.1,0.066,0.98,20.4,0,N,support,1
PC101066,2024-04-28,rurral,basic,social,29.0,247,52.43,8,12,0,0.431,25.13,0.296,58.1,0.025,1.078,81.2,0,N,support,1
PC101595,2024-10-04,rural,basic,paid_search,31.0,88,49.54,8,8,2,0.279,25.97,0.236,46.5,0.039,0.979,40.5,0,N,support,0
PC101717,2023-10-05,suburban,basic,referral,36.0,453,33.05,8,8,0,0.119,11.23,0.449,61.7,0.08,0.953,32.7,0,N,support,0
PC101525,2024-10-13,rural,plus,referral,32.0,79,89.1,3,10,0,0.324,30.16,0.202,68.2,0.021,0.966,54.1,1,Y,variety,1
PC100506,2024-08-25,rural,plus,referral,43.0,128,63.0,4,10,0,0.178,34.67,0.327,32.5,0.005,1.008,40.9,1,N,support,1
PC101207,2024-03-24,suburban,plus,referral,37.0,282,42.99,7,11,1,0.041,4.92,0.258,52.9,0.108,1.199,46.8,0,N,support,0
PC101378,2023-07-14,metro,basic,referral,32.0,536,40.51,7,10,1,0.047,5.61,0.45,56.7,0.034,0.952,36.8,0,N,support,0
PC102091,2023-12-22,metro,premium,organic,42.0,375,54.81,7,12,1,0.142,15.77,0.309,72.3,0.092,1.057,41.8,0,N,support,0
PC100079,2024-06-08,metro,plus,social,35.0,206,59.6,10,14,1,0.312,22.09,0.328,73.8,0.054,1.036,7.5,0,N,support,0
PC100341,2023-01-01,suburban,basic,referral,35.0,847,51.99,5,7,2,0.103,13.68,0.105,51.7,0.055,0.978,25.2,0,N,support,1
PC101783,2024-01-13,rural,basic,affiliate,29.0,353,70.59,5,15,2,0.166,13.25,0.217,68.0,0.085,1.134,45.1,0,N,support,0
PC101946,2023-06-29,suburban,basic,referral,53.0,551,57.34,6,7,3,0.264,19.16,0.042,61.4,0.117,1.057,31.2,0,N,support,1
PC100388,2024-03-22,metro,plus,referral,41.0,284,40.62,8,14,0,0.344,16.28,0.266,75.3,0.066,1.111,33.0,0,N,support,0
PC101639,2024-03-21,suburban,basic,paid_search,43.0,285,23.55,6,11,0,0.006,40.58,0.064,58.2,0.102,1.042,34.1,0,N,support,0
PC100989,2024-04-02,metro,?,organic,44.0,273,58.8,13,10,0,0.084,12.67,0.16,58.1,0.09,1.015,7.3,0,N,support,0
PC101546,2024-07-15,metro,premium,paid_search,27.0,169,52.42,7,14,0,0.123,21.17,0.193,38.2,0.025,1.126,37.1,0,N,support,0
PC102123,2024-08-14,suburban,premium,organic,50.0,139,49.8,8,19,1,0.151,18.3,0.494,59.2,0.178,1.014,43.5,1,N,support,1
PC100828,2024-03-25,rural,basic,social,32.0,281,24.73,8,8,3,0.315,23.12,0.354,100.0,0.071,1.079,18.0,0,N,support,1
PC101776,2024-05-04,metro,plus,organic,31.0,241,54.64,8,13,0,0.012,4.38,0.025,56.5,0.11,1.08,33.6,0,N,support,0
PC100205,2024-10-11,metro,premium,paid_search,22.0,81,83.34,12,13,2,0.392,19.87,0.097,61.7,0.202,0.892,53.7,0,N,support,0
PC101309,2024-07-16,metro,basic,organic,50.0,168,31.97,8,16,0,0.52,29.48,0.094,77.8,0.038,0.886,49.4,1,Y,late delivery,1
PC100879,2023-10-05,metro,basic,paid_search,35.0,453,60.73,6,11,1,0.125,10.7,0.325,64.0,0.044,0.957,44.8,0,N,support,0
PC100134 ,2024-01-20,metro,plus,paid_search,52.0,346,101.31,4,14,1,0.013,7.22,0.034,58.8,0.112,1.004,25.8,0,N,support,0
PC101576,2024-08-28,suburban,premium,organic,25.0,125,49.33,12,16,0,0.707,31.11,0.406,55.4,0.029,1.327,3.7,0,N,support,1
PC100659,2024-05-26,suburban,basic,referral,38.0,219,75.43,8,12,0,0.104,10.08,0.202,73.0,0.016,1.041,53.2,0,N,support,0
PC100824,2024-09-07,suburban,plus,affiliate,46.0,115,63.67,6,7,1,0.061,10.14,0.173,84.0,0.113,0.859,35.0,0,Y,support,0
PC101366,2024-07-23,metro,basic,social,41.0,161,32.49,5,13,2,0.072,5.6,0.125,30.5,0.067,0.884,57.6,0,N,support,0
PC101412,2024-10-18,metro,basic,organic,53.0,74,36.11,4,12,2,0.061,5.63,0.372,52.1,0.439,0.973,27.5,0,N,support,1
PC101651,2024-11-13,rural,plus,organic,21.0,48,51.99,4,9,2,0.415,23.14,0.094,38.5,0.252,1.152,82.6,0,N,support,1
PC101053,2023-09-17,metro,plus,social,22.0,471,46.89,5,7,0,0.061,15.15,0.253,89.2,0.045,1.173,56.9,0,N,support,0
PC101540,2024-06-17,suburban,basic,affiliate,55.0,197,52.23,9,16,1,0.043,7.51,0.354,64.4,0.244,0.977,8.8,0,Y,support,1
PC100541,2024-10-17,suburban,plus,paid_search,37.0,75,77.39,6,11,0,0.094,19.13,0.083,87.6,0.342,0.849,39.4,0,Y,support,1
PC100963,2024-06-02,suburban,basic,social,59.0,212,28.15,4,12,0,0.199,50.7,0.201,59.9,0.041,0.962,33.4,0,N,support,1
PC101054,2024-03-02,Metro,basic,organic,58.0,304,51.74,5,13,0,0.224,30.79,0.433,81.1,0.046,1.063,66.1,0,Y,support,0
PC100040,2024-10-19,rural,plus,paid_search,26.0,73,61.89,7,13,2,0.094,31.8,0.051,47.0,0.062,0.947,41.3,0,N,support,0
PC100401,2024-01-23,suburban,plus,paid_search,47.0,343,44.88,8,13,1,0.071,10.15,0.284,39.6,0.057,1.011,41.6,0,N,support,0
PC101205,2024-10-19,suburban,premium,referral,54.0,73,47.26,14,12,1,0.192,27.2,0.261,76.7,0.058,1.026,15.5,0,N,support,0
PC100722,2024-04-18,metro,PLUS,referral,33.0,257,55.91,5,5,0,0.12,12.41,0.221,71.1,0.069,1.109,24.1,0,N,support,0
PC100881,2024-04-02,rurral,basic,paid_search,44.0,273,32.28,8,13,2,0.066,18.47,0.242,47.4,0.106,1.049,53.6,0,N,support,0
PC101359,2024-03-24,suburban,premium,referral,36.0,282,73.43,7,15,4,0.235,31.29,0.294,42.7,0.114,0.706,53.0,1,Y,price,1
PC100378,2024-08-26,metro,basic,affiliate,38.0,127,97.97,9,17,0,0.472,220.0,0.329,65.3,0.071,0.819,41.3,0,N,support,1
PC100344,2023-12-20,metro,premium,referral,25.0,377,32.85,13,16,2,0.068,21.98,0.583,66.5,0.044,0.904,2.5,0,N,support,0
PC101373,2024-09-16,rural,plus,paid_search,23.0,106,46.3,9,13,1,0.274,33.01,0.2,61.4,0.127,1.127,24.4,0,N,support,0
PC101286,2023-01-05,metro,basic,organic,38.0,726,82.68,3,12,0,0.151,27.27,0.397,59.5,0.111,0.98,35.3,0,N,support,1
PC101879,2023-09-24,suburban,Basic,social,38.0,464,44.65,7,15,1,0.393,24.96,0.154,79.0,0.045,0.9,23.6,0,N,support,0
PC101442,2024-04-03,suburban,basic,social,56.0,272,38.15,6,8,0,0.072,24.82,0.322,57.6,0.045,1.026,20.7,0,N,support,0
PC101791,2024-06-25,metro,premium,paid_search,38.0,189,521.28,13,17,1,0.201,14.16,0.358,43.2,0.052,1.006,40.3,1,N,support,1
PC100374,2024-10-14,metro,premium,referral,20.0,78,51.99,5,16,0,0.096,8.63,0.47,47.0,0.046,0.989,30.9,0,N,support,0
PC100021,2024-05-17,metro,basic,referral,27.0,228,26.94,4,10,2,0.183,18.67,0.191,52.3,0.066,0.758,27.2,0,N,support,0
PC101331,2024-08-02,metro,plus,referral,37.0,151,28.24,6,9,2,0.101,180.0,0.145,77.4,0.066,1.085,30.0,0,N,support,1
PC102136,2024-07-04,metro,basic,paid_search,32.0,180,40.9,5,6,2,0.215,45.81,0.477,65.9,0.122,0.886,27.3,0,N,support,0
PC101110,2024-01-08,metro,basic,organic,54.0,358,375.76,9,9,0,0.133,12.18,0.15,84.6,0.011,1.025,21.0,0,N,support,1
PC101214,2024-03-24,suburban,basic,affiliate,46.0,282,32.33,6,11,1,0.402,42.88,0.481,21.9,0.054,1.134,31.1,0,N,support,0
PC101447,2024-08-19,metro,basic,social,49.0,134,51.58,6,9,2,0.131,13.09,0.481,48.9,0.212,0.956,19.8,0,N,support,0
PC101805,2024-04-15,metro,plus,organic,43.0,260,69.47,7,11,2,0.025,30.98,0.22,34.1,0.094,0.942,29.5,0,N,support,0
PC102197,2024-06-09,suburban,plus,referral,30.0,205,95.41,10,12,4,0.116,36.01,0.122,55.4,0.088,1.01,7.2,0,N,support,1
PC101269,2023-12-20,metro,basic,referral,18.0,377,31.6,5,9,0,0.341,18.35,0.264,83.7,0.004,0.986,22.8,0,N,support,0
PC100265,2024-02-03,rural,basic,paid_search,49.0,332,33.93,4,11,1,0.144,24.34,0.022,84.2,0.05,1.077,24.1,0,N,support,0
PC101957,2024-07-01,rurral,basic,referral,42.0,183,98.04,9,16,0,0.308,24.09,0.102,64.4,0.01,1.008,11.4,1,Y,support,1
PC100361,2024-06-16,metro,premium,referral,50.0,198,55.59,7,9,0,0.282,12.07,0.028,60.6,0.002,1.208,11.3,0,N,support,0
PC101956,2024-10-11,suburban,basic,paid_search,51.0,81,74.18,13,16,1,0.042,5.93,0.389,43.4,0.189,1.032,30.9,0,N,support,0
PC101820,2023-10-20,metro,plus,referral,18.0,438,37.07,8,14,1,0.386,23.42,0.158,50.7,0.111,0.961,51.1,0,N,support,0
PC100930,2024-11-04,suburban,basic,referral,32.0,57,62.37,9,8,2,0.188,21.96,0.462,60.4,0.043,1.156,13.1,0,N,support,0
PC100951,2023-10-13,rural,premium,paid_search,25.0,445,38.89,5,14,1,0.354,23.05,0.176,42.9,0.082,0.826,53.5,0,N,support,0
PC101531,2024-11-24,rural,basic,paid_search,25.0,37,41.14,5,8,2,0.17,13.42,0.265,81.8,0.069,1.0,26.5,1,Y,price,1
PC100681,2024-02-17,suburban,basic,paid_search,34.0,318,35.92,12,8,1,0.025,2.39,0.089,58.0,0.068,1.008,16.8,0,N,support,0
PC100314,2024-09-25,metro,plus,referral,49.0,0,55.44,13,10,0,0.087,6.73,0.214,100.0,0.071,1.08,10.8,0,N,support,0
PC101887,2024-04-11,suburban,basic,organic,45.0,264,37.06,11,13,0,0.126,8.89,0.225,30.5,0.026,1.07,18.1,0,N,support,0
PC102070,2023-07-20,metro,basic,paid_search,46.0,530,52.05,11,11,0,0.151,42.03,0.375,73.9,0.057,1.016,23.8,1,Y,support,1
PC102075,2024-01-23,metro,basic,organic,18.0,343,73.02,10,10,1,0.128,13.43,0.431,41.8,0.039,1.028,22.3,0,N,support,0
PC100390,2024-03-15,SUBURB,basic,social,33.0,291,54.96,8,16,1,0.115,9.99,0.236,72.1,0.156,1.123,18.4,0,N,support,0
PC101333,2024-04-09,metro,basic,social,19.0,266,40.67,8,13,2,0.158,22.2,0.117,45.7,0.08,1.004,28.6,0,N,support,0
PC102066,2024-11-04,suburban,premium,paid_search,18.0,57,79.82,8,14,1,0.445,24.16,0.255,57.3,0.053,1.228,18.1,0,N,support,0
PC101341,2024-07-26,metro,plus,social,43.0,158,22.84,6,6,1,0.351,25.79,0.125,30.2,0.113,0.68,26.9,0,N,support,0
PC100724,2024-12-23,suburban,plus,social,45.0,8,68.07,10,15,1,0.095,16.72,0.051,57.9,0.051,0.858,18.0,1,N,support,1
PC100467,2023-12-25,suburban,premium,organic,27.0,372,33.78,11,20,1,0.199,15.44,0.192,60.0,0.064,1.008,19.7,0,Y,support,0
PC100443,2024-06-08,rurral,basic,organic,39.0,206,37.02,6,9,2,0.069,11.3,0.112,38.1,0.052,1.035,27.0,0,N,support,0
PC100892,2024-05-19,suburban,basic,organic,23.0,226,41.36,4,8,2,0.302,20.84,0.081,64.0,0.087,1.115,23.6,0,N,support,0
PC100342,2024-04-22,metro,plus,paid_search,39.0,253,42.41,8,10,0,0.293,24.35,0.112,44.7,0.031,1.156,22.4,0,N,support,0
PC100219,2024-06-17,metro,basic,affiliate,38.0,197,48.25,4,5,1,0.063,18.63,0.111,39.9,0.064,1.048,40.4,0,Y,support,0
PC100784,2024-09-30,metro,basic,affiliate,37.0,92,38.06,10,14,0,0.176,18.11,0.54,40.3,0.002,0.968,9.9,0,Y,support,0
PC101310,2024-10-17,metro,basic,referral,43.0,75,74.07,5,9,1,0.081,14.85,0.314,67.0,0.108,0.912,25.9,0,N,support,0
PC101277,2024-03-04,metro,plus,social,33.0,302,43.63,7,10,2,0.07,20.49,0.689,47.5,0.102,0.867,34.7,0,N,support,1
PC101533,2024-05-07,metro,premium,organic,43.0,238,62.1,11,13,0,0.263,15.12,0.172,51.1,0.042,0.848,6.5,0,N,support,0
PC101622,2024-04-16,suburban,plus,social,42.0,259,119.07,8,14,3,0.104,28.33,0.117,77.8,0.179,1.133,25.9,0,N,support,1
PC100594,2023-02-21,rural,plus,social,62.0,679,37.24,16,14,1,0.214,28.8,0.402,62.4,0.028,1.118,16.8,0,N,support,0
PC100810,2024-07-11,rural,basic,referral,57.0,173,51.54,6,14,1,0.197,15.29,0.247,56.1,0.037,0.847,41.3,0,N,support,0
PC101099,2024-09-13,metro,plus,social,49.0,109,43.94,4,8,2,0.151,23.0,0.344,81.7,0.086,1.0,22.9,0,N,support,0
PC101470,2024-02-03,metro,basic,paid_search,46.0,332,43.68,8,12,1,0.161,12.68,0.205,57.2,0.09,1.141,46.2,0,N,support,0
PC101920,2024-06-30,metro,basic,paid_search,37.0,184,84.29,6,7,0,0.219,23.41,0.409,52.3,0.095,1.036,60.6,1,N,price,1
PC101384,2023-10-25,suburban,premium,referral,49.0,433,79.5,11,10,0,0.348,25.62,0.314,99.6,0.024,1.142,29.5,0,N,support,0
PC100861,2023-10-03,metro,basic,social,38.0,455,40.48,9,10,1,0.105,23.1,0.129,61.5,0.092,1.15,7.8,0,N,support,0
PC100848,2023-12-10,suburban,premium,paid_search,42.0,387,53.35,8,13,0,0.088,15.37,0.152,67.1,0.012,1.008,15.8,0,N,support,0
PC100647,2023-08-04,metro,plus,organic,34.0,515,47.29,8,11,0,0.103,35.99,0.342,53.9,0.129,1.008,34.6,0,Y,support,0
PC101056,2024-08-28,metro,basic,organic,47.0,125,35.41,2,12,0,0.206,21.21,0.367,85.1,0.025,1.139,71.8,0,N,support,1
PC101844,2023-07-03,suburban,basic,organic,42.0,547,51.49,7,15,1,0.223,28.01,0.204,74.0,0.081,0.984,54.3,0,N,support,0
PC101642,2023-12-15,metro,basic,organic,54.0,382,53.05,11,8,1,0.151,29.43,0.178,84.4,0.08,0.967,22.9,0,Y,support,0
PC100520,2023-06-19,suburban,basic,paid_search,23.0,561,65.13,6,10,0,0.115,27.01,0.135,46.2,0.01,1.156,24.5,0,N,support,0
PC102001,2024-07-02,suburban,basic,social,42.0,182,46.75,7,9,0,0.022,23.02,0.104,84.6,0.008,0.981,28.7,0,N,support,0
PC102079,2024-02-28,rural,premium,social,46.0,307,60.74,7,8,3,0.141,25.72,0.397,69.8,0.098,0.866,27.3,0,N,support,1
PC100136,2023-12-21,suburban,basic,social,29.0,376,61.92,7,3,0,0.22,28.91,0.246,50.1,0.006,0.919,34.4,0,N,support,0
PC100507,2024-01-14,metro,basic,organic,39.0,352,25.05,8,17,0,0.239,41.03,0.321,83.4,0.093,1.212,37.6,0,Y,support,0
PC100779,2024-08-21,metro,plus,paid_search,43.0,132,43.89,3,9,1,0.409,21.72,0.036,53.0,0.189,1.168,46.6,1,N,late delivery,1
PC100559,2023-01-01,SUBURB,basic,paid_search,35.0,889,36.66,6,10,1,0.07,7.37,0.063,25.2,0.046,1.17,59.7,0,N,support,1
PC100349,2023-02-18,suburban,basic,organic,51.0,682,43.12,10,12,1,0.083,9.19,0.169,68.8,0.202,1.014,48.5,0,N,support,0
PC101441,2024-07-30,metro,basic,affiliate,50.0,154,55.58,8,11,0,0.139,14.76,0.294,45.6,0.111,1.072,33.6,0,N,support,0
PC100820,2024-07-20,suburban,premium,social,26.0,164,35.97,13,12,0,0.164,17.81,0.352,60.7,0.007,0.934,6.6,0,N,support,0
PC100427,2024-01-27,rural,plus,organic,53.0,339,57.8,3,12,0,0.268,41.53,0.203,69.4,0.031,1.104,24.6,0,N,support,0
PC101167,2023-12-21,rural,premium,social,40.0,376,43.29,8,16,2,0.322,47.28,0.165,53.6,0.114,0.948,34.8,0,N,support,1
PC101326,2024-05-27,metro,basic,organic,19.0,218,53.11,7,11,4,0.312,19.29,0.092,53.9,0.144,1.061,38.2,0,N,support,1
PC102105,2024-08-15,suburban,basic,social,59.0,138,39.22,6,10,0,0.193,22.95,0.231,57.7,0.072,1.064,41.7,0,N,support,0
PC101435,2024-10-06,metro,plus,organic,38.0,86,80.79,7,5,1,0.303,26.3,0.238,70.5,0.071,1.156,46.6,0,Y,support,0
PC100166,2024-09-09,metro,plus,referral,41.0,113,78.09,11,11,2,0.131,10.82,0.514,41.5,0.065,1.134,30.9,0,N,support,0
PC101445,2024-08-18,metro,plus,paid_search,31.0,135,29.08,10,9,0,0.039,23.81,0.336,67.4,0.035,1.136,30.7,1,N,price,1
PC100192,2024-09-23,metro,plus,social,38.0,99,66.95,10,9,0,0.159,12.46,0.239,78.9,0.063,0.806,2.6,0,N,support,0
PC101398,2023-07-26,rural,basic,referral,39.0,524,91.14,8,10,1,0.144,39.68,0.207,70.5,0.071,0.879,22.6,1,N,price,1
PC101757,2024-06-10,suburban,basic,social,30.0,204,75.71,8,11,1,0.037,10.54,0.144,36.7,0.135,0.986,68.0,0,N,support,0
PC100435,2024-03-06,suburban,plus,social,18.0,300,31.35,11,16,0,0.18,16.82,0.447,69.2,0.13,1.004,27.8,0,N,support,0
PC101949,2024-08-19,metro,basic,paid_search,18.0,134,46.62,10,11,0,0.237,44.7,0.407,61.7,0.079,0.849,6.2,1,N,variety,1
PC100565,2023-04-17,metro,plus,organic,37.0,624,41.39,6,7,0,0.18,14.19,0.41,35.9,0.071,1.008,50.1,1,N,support,1
PC100190,2024-08-15,metro,plus,affiliate,43.0,138,27.69,5,14,0,0.253,24.95,0.334,62.1,0.086,0.893,40.9,0,N,support,0
PC101521,2023-11-08,rurral,plus,paid_search,58.0,419,77.32,5,17,1,0.179,40.01,0.112,57.7,0.135,0.8,35.3,0,N,support,0
PC101530,2024-10-01,metro,basic,organic,42.0,91,55.11,9,12,0,0.054,5.36,0.249,24.5,0.02,1.171,24.9,0,N,support,0
PC100421,2023-08-09,metro,premium,organic,35.0,510,35.57,10,10,0,0.333,37.86,0.028,55.2,0.008,1.028,30.9,0,Y,support,0
PC100912,2024-03-04,rurral,PLUS,social,32.0,302,38.93,9,18,0,0.113,14.4,0.549,54.5,0.072,0.962,34.0,0,N,support,0
PC100018,2023-12-31,metro,plus,social,36.0,366,60.1,7,13,1,0.241,19.1,0.37,74.5,0.351,0.992,17.4,0,N,support,1
PC100586,2024-07-18,metro,basic,paid_search,39.0,166,24.79,11,11,1,0.259,18.94,0.243,38.7,0.058,1.18,16.9,1,N,support,1
PC100073,2024-07-19,suburban,plus,social,29.0,165,57.75,8,9,0,0.192,19.12,0.145,100.0,0.154,0.806,18.5,0,N,support,0
PC102150 ,2023-12-25,rural,plus,organic,38.0,372,67.06,12,12,2,0.193,220.0,0.456,81.8,0.052,0.991,25.8,1,N,support,1
PC101953,2024-09-09,rural,premium,social,41.0,113,52.35,8,8,0,0.172,22.14,0.628,34.5,0.035,1.058,13.0,1,Y,support,1
PC100324,2023-09-10,metro,basic,paid_search,36.0,478,60.96,5,9,2,0.129,46.85,0.335,78.1,0.193,1.183,49.0,0,N,support,1
PC101179,2024-06-05,suburban,plus,organic,57.0,209,57.69,6,9,1,0.049,17.92,0.218,69.3,0.037,1.006,46.9,0,N,support,0
PC100612,2024-04-24,metro,basic,referral,34.0,251,67.19,4,7,0,0.051,145.0,0.252,60.3,0.03,1.02,22.6,0,N,support,1
PC101710,2024-05-14,metro,basic,paid_search,35.0,231,58.08,5,10,2,0.062,15.85,0.09,58.7,0.145,0.855,72.1,0,N,support,1
PC102192,2023-11-19,metro,basic,referral,39.0,408,28.43,10,15,0,0.41,44.0,0.239,43.1,0.057,1.108,23.4,0,N,support,0
PC101979,2024-08-17,rural,plus,referral,38.0,136,109.95,8,14,2,0.205,36.17,0.1,77.5,0.085,0.855,38.7,0,N,support,0
PC100855,2024-07-04,rural,basic,affiliate,19.0,180,53.26,14,12,3,0.17,17.89,0.52,54.1,0.096,0.961,3.0,0,N,support,1
PC101870,2024-02-17,metro,plus,paid_search,41.0,318,53.75,8,12,1,0.244,16.63,0.114,90.0,0.044,0.97,19.0,0,N,support,0
PC101066,2024-04-28,rurral,basic,social,29.0,247,52.43,8,12,0,0.431,25.13,0.296,58.1,0.025,1.078,81.2,0,N,support,1
PC101593,2023-07-18,metro,premium,paid_search,49.0,532,50.25,11,15,0,0.24,26.37,0.104,72.5,0.056,0.93,2.7,0,N,support,0
PC100607,2024-01-08,metro,basic,organic,32.0,358,50.36,3,12,0,0.048,14.12,0.131,44.6,0.146,1.008,47.6,0,N,support,0
PC102030,2024-10-23,suburban,basic,social,20.0,69,45.01,6,9,2,0.054,20.98,0.068,49.1,0.084,1.056,33.3,0,Y,support,0
PC100224,2023-07-17,metro,plus,affiliate,39.0,533,59.12,9,8,3,0.249,12.36,0.455,56.8,0.061,1.146,22.2,0,N,support,1
PC100008,2024-10-05,suburban,basic,organic,41.0,87,70.85,11,15,0,0.082,9.53,0.279,69.0,0.021,1.029,35.6,0,N,support,0
PC101843,2024-11-28,metro,premium,paid_search,42.0,33,26.87,5,11,2,0.155,15.81,0.477,69.9,0.103,1.218,42.5,0,N,support,0
PC100418,2024-06-24,metro,basic,affiliate,21.0,190,22.81,7,13,0,0.071,6.42,0.337,61.7,0.048,1.135,50.1,0,N,support,0
PC100982,2024-08-30,metro,premium,referral,47.0,123,47.61,13,15,1,0.315,22.4,0.269,78.8,0.044,1.174,38.7,0,N,support,0
PC100973,2024-09-06,rural,basic,paid_search,42.0,116,81.79,10,8,0,0.21,23.18,0.175,74.8,0.109,1.119,6.4,0,N,support,0
PC100884,2023-07-22,suburban,premium,referral,20.0,528,41.42,12,15,0,0.048,6.3,0.266,40.7,0.069,1.105,19.5,0,N,support,0
PC100268,2024-09-26,rural,plus,paid_search,36.0,96,36.41,6,14,3,0.257,22.9,0.083,58.2,0.162,0.89,48.1,0,N,support,1
PC100410,2024-05-16,suburban,basic,paid_search,46.0,229,43.74,10,11,0,0.097,10.15,0.363,85.8,0.011,0.967,16.4,0,N,support,0
PC101636,2024-05-19,suburban,plus,social,38.0,226,705.04,7,13,1,0.048,25.1,0.113,72.5,0.096,0.95,22.9,0,N,support,1
PC100371,2024-05-04,metro,basic,affiliate,47.0,241,62.03,7,11,2,0.213,17.11,0.269,35.4,0.04,1.097,16.7,0,N,support,0
PC100971,2024-01-17,suburban,basic,organic,23.0,349,74.9,7,13,1,0.208,15.62,0.267,87.7,0.02,1.009,30.4,0,N,support,0
PC102130 ,2024-11-27,metro,plus,organic,62.0,34,92.16,9,13,0,0.148,10.52,0.49,76.4,0.022,1.089,14.9,0,N,support,0
PC100070,2024-01-22,suburban,premium,referral,26.0,344,90.01,11,15,1,0.016,24.19,0.154,90.6,0.167,1.07,27.5,0,N,support,0
PC100327,2024-08-07,metro,basic,affiliate,35.0,146,55.63,9,12,0,0.055,12.34,0.287,70.7,0.102,0.915,29.1,0,N,support,0
PC100252,2024-05-23,suburban,plus,organic,43.0,222,65.0,7,9,0,0.247,35.19,0.178,46.8,0.093,0.74,46.4,0,N,support,0
PC100223,2024-03-15,suburban,premium,paid_search,40.0,291,80.88,7,12,0,0.226,19.12,0.044,67.1,0.068,1.008,20.5,1,Y,variety,1
PC101046,2024-06-27,suburban,basic,organic,40.0,187,30.67,3,12,0,0.217,12.02,0.28,68.2,0.053,0.897,40.6,1,Y,variety,1
PC101558,2024-03-10,suburban,basic,referral,20.0,296,42.41,8,8,2,0.2,12.73,0.131,59.2,0.113,0.955,25.1,0,N,support,0
PC101043,2024-09-04,suburban,plus,referral,42.0,118,56.56,8,13,1,0.041,2.95,0.323,57.3,0.021,1.051,13.9,0,N,support,0
PC100701,2024-07-24,suburban,basic,paid_search,53.0,160,55.0,5,7,5,0.219,28.84,0.341,52.6,0.172,0.95,31.8,1,Y,price,1
PC100985,2023-10-11,metro,basic,social,55.0,447,23.09,6,10,0,0.143,14.26,0.486,55.1,0.173,1.045,38.6,0,N,support,0
PC101611,2024-10-05,metro,plus,organic,24.0,87,55.63,3,7,0,0.08,19.12,0.426,50.4,0.073,0.933,30.8,0,N,support,0
PC100649,2024-10-11,metro,plus,social,40.0,81,40.07,7,11,0,0.272,14.88,0.393,32.6,0.115,0.899,33.6,0,N,support,0
PC101644,2024-07-19,metro,plus,organic,38.0,165,38.51,3,11,0,0.158,16.8,0.314,51.4,0.034,1.042,32.3,0,N,support,0
PC101905,2023-10-23,suburban,basic,referral,24.0,435,67.84,7,12,0,0.055,4.06,0.206,81.5,0.08,0.895,21.8,0,N,support,0
PC101774,2024-07-09,suburban,basic,paid_search,20.0,175,34.84,9,10,1,0.201,23.29,0.25,93.9,0.05,1.073,31.1,0,N,support,0
PC100358,2023-01-01,suburban,basic,social,38.0,733,74.37,9,12,1,0.013,5.03,0.191,57.4,0.073,0.916,21.9,0,N,support,1
