PROVINCE,REGION,SECTOR,TSIC-2_dg,TSIC-2dg_details,TSIC-5dg,TSIC-5dg_details,BUSINESS_SIZE,NUMBER_of_MSME,DATA_SOURCE,YEAR,is_return,is_cancellation,is_outlier,revenue
Lamphun,North,A,10,Agriculture and food processing,1066,Agriculture and food processing - medium establishments,Medium,13,SYNTHETIC SAMPLE - generated from Scout metadata,2022,0,0,0,0.0
Lamphun,North,C,20,Manufacturing,2055,Manufacturing - micro establishments,Micro,294,SYNTHETIC SAMPLE - generated from Scout metadata,2022,0,0,0,0.0
Lamphun,North,C,20,Manufacturing,2055,Manufacturing - small establishments,Small,68,SYNTHETIC SAMPLE - generated from Scout metadata,2022,0,0,0,0.0
Lamphun,North,C,20,Manufacturing,2066,Manufacturing - medium establishments,Medium,17,SYNTHETIC SAMPLE - generated from Scout metadata,2022,0,0,0,0.0
Lamphun,North,G,30,Wholesale and retail trade,3055,Wholesale and retail trade - micro establishments,Micro,326,SYNTHETIC SAMPLE - generated from Scout metadata,2022,0,0,0,0.0
Lamphun,North,G,30,Wholesale and retail trade,3055,Wholesale and retail trade - small establishments,Small,80,SYNTHETIC SAMPLE - generated from Scout metadata,2022,0,0,0,0.0
Lamphun,North,G,30,Wholesale and retail trade,3066,Wholesale and retail trade - medium establishments,Medium,19,SYNTHETIC SAMPLE - generated from Scout metadata,2022,0,0,0,0.0
Lamphun,North,I,40,Accommodation and food service,4055,Accommodation and food service - micro establishments,Micro,249,SYNTHETIC SAMPLE - generated from Scout metadata,2022,0,0,0,0.0
Lamphun,North,I,40,Accommodation and food service,4055,Accommodation and food service - small establishments,Small,52,SYNTHETIC SAMPLE - generated from Scout metadata,2022,0,0,0,0.0
Lamphun,North,I,40,Accommodation and food service,4066,Accommodation and food service - medium establishments,Medium,14,SYNTHETIC SAMPLE - generated from Scout metadata,2022,0,0,0,0.0
Lamphun,North,J,50,Information and communication,5055,Information and communication - micro establishments,Micro,132,SYNTHETIC SAMPLE - generated from Scout metadata,2022,0,0,0,0.0
Lamphun,North,J,50,Information and communication,5055,Information and communication - small establishments,Small,27,SYNTHETIC SAMPLE - generated from Scout metadata,2022,0,0,0,0.0
Lamphun,North,J,50,Information and communication,5066,Information and communication - medium establishments,Medium,6,SYNTHETIC SAMPLE - generated from Scout metadata,2022,0,0,0,0.0
Lamphun,North,M,60,Professional and technical services,6055,Professional and technical services - micro establishments,Micro,154,SYNTHETIC SAMPLE - generated from Scout metadata,2022,0,0,0,0.0
Lamphun,North,M,60,Professional and technical services,6055,Professional and technical services - small establishments,Small,36,SYNTHETIC SAMPLE - generated from Scout metadata,2022,0,0,0,0.0
Lamphun,North,M,60,Professional and technical services,6066,Professional and technical services - medium establishments,Medium,9,SYNTHETIC SAMPLE - generated from Scout metadata,2022,0,0,0,0.0
Lampang,North,A,10,Agriculture and food processing,1055,Agriculture and food processing - micro establishments,Micro,187,SYNTHETIC SAMPLE - generated from Scout metadata,2022,0,0,0,0.0
Lampang,North,A,10,Agriculture and food processing,1055,Agriculture and food processing - small establishments,Small,45,SYNTHETIC SAMPLE - generated from Scout metadata,2022,0,0,0,0.0
Lampang,North,A,10,Agriculture and food processing,1066,Agriculture and food processing - medium establishments,Medium,10,SYNTHETIC SAMPLE - generated from Scout metadata,2022,0,0,0,0.0
Lampang,North,C,20,Manufacturing,2055,Manufacturing - micro establishments,Micro,268,SYNTHETIC SAMPLE - generated from Scout metadata,2022,0,0,0,0.0
Lampang,North,C,20,Manufacturing,2055,Manufacturing - small establishments,Small,58,SYNTHETIC SAMPLE - generated from Scout metadata,2022,0,0,0,0.0
Lampang,North,C,20,Manufacturing,2066,Manufacturing - medium establishments,Medium,12,SYNTHETIC SAMPLE - generated from Scout metadata,2022,0,0,0,0.0
Lampang,North,G,30,Wholesale and retail trade,3055,Wholesale and retail trade - micro establishments,Micro,258,SYNTHETIC SAMPLE - generated from Scout metadata,2022,0,0,0,0.0
Lampang,North,G,30,Wholesale and retail trade,3055,Wholesale and retail trade - small establishments,Small,58,SYNTHETIC SAMPLE - generated from Scout metadata,2022,0,0,0,0.0
Lampang,North,G,30,Wholesale and retail trade,3066,Wholesale and retail trade - medium establishments,Medium,15,SYNTHETIC SAMPLE - generated from Scout metadata,2022,0,0,0,0.0
Lampang,North,I,40,Accommodation and food service,4055,Accommodation and food service - micro establishments,Micro,203,SYNTHETIC SAMPLE - generated from Scout metadata,2022,0,0,0,0.0
Lampang,North,I,40,Accommodation and food service,4055,Accommodation and food service - small establishments,Small,52,SYNTHETIC SAMPLE - generated from Scout metadata,2022,0,0,0,0.0
Lampang,North,I,40,Accommodation and food service,4066,Accommodation and food service - medium establishments,Medium,10,SYNTHETIC SAMPLE - generated from Scout metadata,2022,0,0,0,0.0
Lampang,North,J,50,Information and communication,5055,Information and communication - micro establishments,Micro,103,SYNTHETIC SAMPLE - generated from Scout metadata,2022,0,0,0,0.0
Lampang,North,J,50,Information and communication,5055,Information and communication - small establishments,Small,22,SYNTHETIC SAMPLE - generated from Scout metadata,2022,0,0,0,0.0
Lampang,North,J,50,Information and communication,5066,Information and communication - medium establishments,Medium,5,SYNTHETIC SAMPLE - generated from Scout metadata,2022,0,0,0,0.0
Lampang,North,M,60,Professional and technical services,6055,Professional and technical services - micro establishments,Micro,119,SYNTHETIC SAMPLE - generated from Scout metadata,2022,0,0,0,0.0
Lampang,North,M,60,Professional and technical services,6055,Professional and technical services - small establishments,Small,31,SYNTHETIC SAMPLE - generated from Scout metadata,2022,0,0,0,0.0
Lampang,North,M,60,Professional and technical services,6066,Professional and technical services - medium establishments,Medium,7,SYNTHETIC SAMPLE - generated from Scout metadata,2022,0,0,0,0.0
Mae Hong Son,North,A,10,Agriculture and food processing,1055,Agriculture and food processing - micro establishments,Micro,172,SYNTHETIC SAMPLE - generated from Scout metadata,2022,0,0,0,0.0
Mae Hong Son,North,A,10,Agriculture and food processing,1055,Agriculture and food processing - small establishments,Small,34,SYNTHETIC SAMPLE - generated from Scout metadata,2022,0,0,0,0.0
Mae Hong Son,North,A,10,Agriculture and food processing,1066,Agriculture and food processing - medium establishments,Medium,9,SYNTHETIC SAMPLE - generated from Scout metadata,2022,0,0,0,0.0
Mae Hong Son,North,C,20,Manufacturing,2055,Manufacturing - micro establishments,Micro,216,SYNTHETIC SAMPLE - generated from Scout metadata,2022,0,0,0,0.0
Mae Hong Son,North,C,20,Manufacturing,2055,Manufacturing - small establishments,Small,47,SYNTHETIC SAMPLE - generated from Scout metadata,2022,0,0,0,0.0
Mae Hong Son,North,C,20,Manufacturing,2066,Manufacturing - medium establishments,Medium,10,SYNTHETIC SAMPLE - generated from Scout metadata,2022,0,0,0,0.0
Mae Hong Son,North,G,30,Wholesale and retail trade,3055,Wholesale and retail trade - micro establishments,Micro,250,SYNTHETIC SAMPLE - generated from Scout metadata,2022,0,0,0,0.0
Mae Hong Son,North,G,30,Wholesale and retail trade,3055,Wholesale and retail trade - small establishments,Small,55,SYNTHETIC SAMPLE - generated from Scout metadata,2022,0,0,0,0.0
Mae Hong Son,North,G,30,Wholesale and retail trade,3066,Wholesale and retail trade - medium establishments,Medium,12,SYNTHETIC SAMPLE - generated from Scout metadata,2022,0,0,0,0.0
Mae Hong Son,North,I,40,Accommodation and food service,4055,Accommodation and food service - micro establishments,Micro,212,SYNTHETIC SAMPLE - generated from Scout metadata,2022,0,0,0,0.0
Mae Hong Son,North,I,40,Accommodation and food service,4055,Accommodation and food service - small establishments,Small,39,SYNTHETIC SAMPLE - generated from Scout metadata,2022,0,0,0,0.0
Mae Hong Son,North,I,40,Accommodation and food service,4066,Accommodation and food service - medium establishments,Medium,10,SYNTHETIC SAMPLE - generated from Scout metadata,2022,0,0,0,0.0
Mae Hong Son,North,J,50,Information and communication,5055,Information and communication - micro establishments,Micro,79,SYNTHETIC SAMPLE - generated from Scout metadata,2022,0,0,0,0.0
Mae Hong Son,North,J,50,Information and communication,5055,Information and communication - small establishments,Small,22,SYNTHETIC SAMPLE - generated from Scout metadata,2022,0,0,0,0.0
Mae Hong Son,North,J,50,Information and communication,5066,Information and communication - medium establishments,Medium,5,SYNTHETIC SAMPLE - generated from Scout metadata,2022,0,0,0,0.0
Mae Hong Son,North,M,60,Professional and technical services,6055,Professional and technical services - micro establishments,Micro,105,SYNTHETIC SAMPLE - generated from Scout metadata,2022,0,0,0,0.0
Mae Hong Son,North,M,60,Professional and technical services,6055,Professional and technical services - small establishments,Small,24,SYNTHETIC SAMPLE - generated from Scout metadata,2022,0,0,0,0.0
Mae Hong Son,North,M,60,Professional and technical services,6066,Professional and technical services - medium establishments,Medium,6,SYNTHETIC SAMPLE - generated from Scout metadata,2022,0,0,0,0.0
Phayao,North,A,10,Agriculture and food processing,1055,Agriculture and food processing - micro establishments,Micro,181,SYNTHETIC SAMPLE - generated from Scout metadata,2022,0,0,0,0.0
Phayao,North,A,10,Agriculture and food processing,1055,Agriculture and food processing - small establishments,Small,39,SYNTHETIC SAMPLE - generated from Scout metadata,2022,0,0,0,0.0
Phayao,North,A,10,Agriculture and food processing,1066,Agriculture and food processing - medium establishments,Medium,9,SYNTHETIC SAMPLE - generated from Scout metadata,2022,0,0,0,0.0
Phayao,North,C,20,Manufacturing,2055,Manufacturing - micro establishments,Micro,200,SYNTHETIC SAMPLE - generated from Scout metadata,2022,0,0,0,0.0
Phayao,North,C,20,Manufacturing,2055,Manufacturing - small establishments,Small,47,SYNTHETIC SAMPLE - generated from Scout metadata,2022,0,0,0,0.0
Phayao,North,C,20,Manufacturing,2066,Manufacturing - medium establishments,Medium,11,SYNTHETIC SAMPLE - generated from Scout metadata,2022,0,0,0,0.0
Phayao,North,G,30,Wholesale and retail trade,3055,Wholesale and retail trade - micro establishments,Micro,277,SYNTHETIC SAMPLE - generated from Scout metadata,2022,0,0,0,0.0
Phayao,North,G,30,Wholesale and retail trade,3055,Wholesale and retail trade - small establishments,Small,54,SYNTHETIC SAMPLE - generated from Scout metadata,2022,0,0,0,0.0
Phayao,North,G,30,Wholesale and retail trade,3066,Wholesale and retail trade - medium establishments,Medium,12,SYNTHETIC SAMPLE - generated from Scout metadata,2022,0,0,0,0.0
Phayao,North,I,40,Accommodation and food service,4055,Accommodation and food service - micro establishments,Micro,171,SYNTHETIC SAMPLE - generated from Scout metadata,2022,0,0,0,0.0
Phayao,North,I,40,Accommodation and food service,4055,Accommodation and food service - small establishments,Small,49,SYNTHETIC SAMPLE - generated from Scout metadata,2022,0,0,0,0.0
Phayao,North,I,40,Accommodation and food service,4066,Accommodation and food service - medium establishments,Medium,10,SYNTHETIC SAMPLE - generated from Scout metadata,2022,0,0,0,0.0
Phayao,North,J,50,Information and communication,5055,Information and communication - micro establishments,Micro,96,SYNTHETIC SAMPLE - generated from Scout metadata,2022,0,0,0,0.0
Phayao,North,J,50,Information and communication,5055,Information and communication - small establishments,Small,19,SYNTHETIC SAMPLE - generated from Scout metadata,2022,0,0,0,0.0
Phayao,North,J,50,Information and communication,5066,Information and communication - medium establishments,Medium,5,SYNTHETIC SAMPLE - generated from Scout metadata,2022,0,0,0,0.0
Phayao,North,M,60,Professional and technical services,6055,Professional and technical services - micro establishments,Micro,124,SYNTHETIC SAMPLE - generated from Scout metadata,2022,0,0,0,0.0
Phayao,North,M,60,Professional and technical services,6055,Professional and technical services - small establishments,Small,29,SYNTHETIC SAMPLE - generated from Scout metadata,2022,0,0,0,0.0
Phayao,North,M,60,Professional and technical services,6066,Professional and technical services - medium establishments,Medium,6,SYNTHETIC SAMPLE - generated from Scout metadata,2022,0,0,0,0.0
Nan,North,A,10,Agriculture and food processing,1055,Agriculture and food processing - micro establishments,Micro,217,SYNTHETIC SAMPLE - generated from Scout metadata,2022,0,0,0,0.0
Nan,North,A,10,Agriculture and food processing,1055,Agriculture and food processing - small establishments,Small,52,SYNTHETIC SAMPLE - generated from Scout metadata,2022,0,0,0,0.0
Nan,North,A,10,Agriculture and food processing,1066,Agriculture and food processing - medium establishments,Medium,11,SYNTHETIC SAMPLE - generated from Scout metadata,2022,0,0,0,0.0
Nan,North,C,20,Manufacturing,2055,Manufacturing - micro establishments,Micro,294,SYNTHETIC SAMPLE - generated from Scout metadata,2022,0,0,0,0.0
Nan,North,C,20,Manufacturing,2055,Manufacturing - small establishments,Small,56,SYNTHETIC SAMPLE - generated from Scout metadata,2022,0,0,0,0.0
Nan,North,C,20,Manufacturing,2066,Manufacturing - medium establishments,Medium,15,SYNTHETIC SAMPLE - generated from Scout metadata,2022,0,0,0,0.0
Nan,North,G,30,Wholesale and retail trade,3055,Wholesale and retail trade - micro establishments,Micro,319,SYNTHETIC SAMPLE - generated from Scout metadata,2022,0,0,0,0.0
Nan,North,G,30,Wholesale and retail trade,3055,Wholesale and retail trade - small establishments,Small,66,SYNTHETIC SAMPLE - generated from Scout metadata,2022,0,0,0,0.0
Nan,North,G,30,Wholesale and retail trade,3066,Wholesale and retail trade - medium establishments,Medium,15,SYNTHETIC SAMPLE - generated from Scout metadata,2022,0,0,0,0.0
Nan,North,I,40,Accommodation and food service,4055,Accommodation and food service - micro establishments,Micro,234,SYNTHETIC SAMPLE - generated from Scout metadata,2022,0,0,0,0.0
Nan,North,I,40,Accommodation and food service,4055,Accommodation and food service - small establishments,Small,60,SYNTHETIC SAMPLE - generated from Scout metadata,2022,0,0,0,0.0
Nan,North,I,40,Accommodation and food service,4066,Accommodation and food service - medium establishments,Medium,12,SYNTHETIC SAMPLE - generated from Scout metadata,2022,0,0,0,0.0
Nan,North,J,50,Information and communication,5055,Information and communication - micro establishments,Micro,108,SYNTHETIC SAMPLE - generated from Scout metadata,2022,0,0,0,0.0
Nan,North,J,50,Information and communication,5055,Information and communication - small establishments,Small,23,SYNTHETIC SAMPLE - generated from Scout metadata,2022,0,0,0,0.0
Nan,North,J,50,Information and communication,5066,Information and communication - medium establishments,Medium,6,SYNTHETIC SAMPLE - generated from Scout metadata,2022,0,0,0,0.0
Nan,North,M,60,Professional and technical services,6055,Professional and technical services - micro establishments,Micro,130,SYNTHETIC SAMPLE - generated from Scout metadata,2022,0,0,0,0.0
Nan,North,M,60,Professional and technical services,6055,Professional and technical services - small establishments,Small,34,SYNTHETIC SAMPLE - generated from Scout metadata,2022,0,0,0,0.0
Nan,North,M,60,Professional and technical services,6066,Professional and technical services - medium establishments,Medium,8,SYNTHETIC SAMPLE - generated from Scout metadata,2022,0,0,0,0.0
Phrae,North,A,10,Agriculture and food processing,1055,Agriculture and food processing - micro establishments,Micro,181,SYNTHETIC SAMPLE - generated from Scout metadata,2022,0,0,0,0.0
Phrae,North,A,10,Agriculture and food processing,1055,Agriculture and food processing - small establishments,Small,44,SYNTHETIC SAMPLE - generated from Scout metadata,2022,0,0,0,0.0
Phrae,North,A,10,Agriculture and food processing,1066,Agriculture and food processing - medium establishments,Medium,10,SYNTHETIC SAMPLE - generated from Scout metadata,2022,0,0,0,0.0
Phrae,North,C,20,Manufacturing,2055,Manufacturing - micro establishments,Micro,262,SYNTHETIC SAMPLE - generated from Scout metadata,2022,0,0,0,0.0
Phrae,North,C,20,Manufacturing,2055,Manufacturing - small establishments,Small,65,SYNTHETIC SAMPLE - generated from Scout metadata,2022,0,0,0,0.0
Phrae,North,C,20,Manufacturing,2066,Manufacturing - medium establishments,Medium,13,SYNTHETIC SAMPLE - generated from Scout metadata,2022,0,0,0,0.0
Phrae,North,G,30,Wholesale and retail trade,3055,Wholesale and retail trade - micro establishments,Micro,314,SYNTHETIC SAMPLE - generated from Scout metadata,2022,0,0,0,0.0
Phrae,North,G,30,Wholesale and retail trade,3055,Wholesale and retail trade - small establishments,Small,62,SYNTHETIC SAMPLE - generated from Scout metadata,2022,0,0,0,0.0
Phrae,North,G,30,Wholesale and retail trade,3066,Wholesale and retail trade - medium establishments,Medium,15,SYNTHETIC SAMPLE - generated from Scout metadata,2022,0,0,0,0.0
Phrae,North,I,40,Accommodation and food service,4055,Accommodation and food service - micro establishments,Micro,223,SYNTHETIC SAMPLE - generated from Scout metadata,2022,0,0,0,0.0
Phrae,North,I,40,Accommodation and food service,4055,Accommodation and food service - small establishments,Small,51,SYNTHETIC SAMPLE - generated from Scout metadata,2022,0,0,0,0.0
Phrae,North,I,40,Accommodation and food service,4066,Accommodation and food service - medium establishments,Medium,13,SYNTHETIC SAMPLE - generated from Scout metadata,2022,0,0,0,0.0
Phrae,North,J,50,Information and communication,5055,Information and communication - micro establishments,Micro,113,SYNTHETIC SAMPLE - generated from Scout metadata,2022,0,0,0,0.0
Phrae,North,J,50,Information and communication,5055,Information and communication - small establishments,Small,23,SYNTHETIC SAMPLE - generated from Scout metadata,2022,0,0,0,0.0
Phrae,North,J,50,Information and communication,5066,Information and communication - medium establishments,Medium,5,SYNTHETIC SAMPLE - generated from Scout metadata,2022,0,0,0,0.0
Phrae,North,M,60,Professional and technical services,6055,Professional and technical services - micro establishments,Micro,135,SYNTHETIC SAMPLE - generated from Scout metadata,2022,0,0,0,0.0
Phrae,North,M,60,Professional and technical services,6055,Professional and technical services - small establishments,Small,28,SYNTHETIC SAMPLE - generated from Scout metadata,2022,0,0,0,0.0
Phrae,North,M,60,Professional and technical services,6066,Professional and technical services - medium establishments,Medium,7,SYNTHETIC SAMPLE - generated from Scout metadata,2022,0,0,0,0.0
Uttaradit,North,A,10,Agriculture and food processing,1055,Agriculture and food processing - micro establishments,Micro,166,SYNTHETIC SAMPLE - generated from Scout metadata,2022,0,0,0,0.0
Uttaradit,North,A,10,Agriculture and food processing,1055,Agriculture and food processing - small establishments,Small,36,SYNTHETIC SAMPLE - generated from Scout metadata,2022,0,0,0,0.0
Uttaradit,North,A,10,Agriculture and food processing,1066,Agriculture and food processing - medium establishments,Medium,7,SYNTHETIC SAMPLE - generated from Scout metadata,2022,0,0,0,0.0
Uttaradit,North,C,20,Manufacturing,2055,Manufacturing - micro establishments,Micro,194,SYNTHETIC SAMPLE - generated from Scout metadata,2022,0,0,0,0.0
Uttaradit,North,C,20,Manufacturing,2055,Manufacturing - small establishments,Small,41,SYNTHETIC SAMPLE - generated from Scout metadata,2022,0,0,0,0.0
Uttaradit,North,C,20,Manufacturing,2066,Manufacturing - medium establishments,Medium,10,SYNTHETIC SAMPLE - generated from Scout metadata,2022,0,0,0,0.0
Uttaradit,North,G,30,Wholesale and retail trade,3055,Wholesale and retail trade - micro establishments,Micro,206,SYNTHETIC SAMPLE - generated from Scout metadata,2022,0,0,0,0.0
Uttaradit,North,G,30,Wholesale and retail trade,3055,Wholesale and retail trade - small establishments,Small,51,SYNTHETIC SAMPLE - generated from Scout metadata,2022,0,0,0,0.0
Uttaradit,North,G,30,Wholesale and retail trade,3066,Wholesale and retail trade - medium establishments,Medium,12,SYNTHETIC SAMPLE - generated from Scout metadata,2022,0,0,0,0.0
Uttaradit,North,I,40,Accommodation and food service,4055,Accommodation and food service - micro establishments,Micro,190,SYNTHETIC SAMPLE - generated from Scout metadata,2022,0,0,0,0.0
Uttaradit,North,I,40,Accommodation and food service,4055,Accommodation and food service - small establishments,Small,39,SYNTHETIC SAMPLE - generated from Scout metadata,2022,0,0,0,0.0
Uttaradit,North,I,40,Accommodation and food service,4066,Accommodation and food service - medium establishments,Medium,9,SYNTHETIC SAMPLE - generated from Scout metadata,2022,0,0,0,0.0
Uttaradit,North,J,50,Information and communication,5055,Information and communication - micro establishments,Micro,75,SYNTHETIC SAMPLE - generated from Scout metadata,2022,0,0,0,0.0
Uttaradit,North,J,50,Information and communication,5055,Information and communication - small establishments,Small,21,SYNTHETIC SAMPLE - generated from Scout metadata,2022,0,0,0,0.0
Uttaradit,North,J,50,Information and communication,5066,Information and communication - medium establishments,Medium,4,SYNTHETIC SAMPLE - generated from Scout metadata,2022,0,0,0,0.0
Uttaradit,North,M,60,Professional and technical services,6055,Professional and technical services - micro establishments,Micro,115,SYNTHETIC SAMPLE - generated from Scout metadata,2022,0,0,0,0.0
Uttaradit,North,M,60,Professional and technical services,6055,Professional and technical services - small establishments,Small,25,SYNTHETIC SAMPLE - generated from Scout metadata,2022,0,0,0,0.0
Uttaradit,North,M,60,Professional and technical services,6066,Professional and technical services - medium establishments,Medium,6,SYNTHETIC SAMPLE - generated from Scout metadata,2022,0,0,0,0.0
Sukhothai,North,A,10,Agriculture and food processing,1055,Agriculture and food processing - micro establishments,Micro,207,SYNTHETIC SAMPLE - generated from Scout metadata,2022,0,0,0,0.0
Sukhothai,North,A,10,Agriculture and food processing,1055,Agriculture and food processing - small establishments,Small,54,SYNTHETIC SAMPLE - generated from Scout metadata,2022,0,0,0,0.0
Sukhothai,North,A,10,Agriculture and food processing,1066,Agriculture and food processing - medium establishments,Medium,11,SYNTHETIC SAMPLE - generated from Scout metadata,2022,0,0,0,0.0
Sukhothai,North,C,20,Manufacturing,2055,Manufacturing - micro establishments,Micro,323,SYNTHETIC SAMPLE - generated from Scout metadata,2022,0,0,0,0.0
Sukhothai,North,C,20,Manufacturing,2055,Manufacturing - small establishments,Small,66,SYNTHETIC SAMPLE - generated from Scout metadata,2022,0,0,0,0.0
Sukhothai,North,C,20,Manufacturing,2066,Manufacturing - medium establishments,Medium,14,SYNTHETIC SAMPLE - generated from Scout metadata,2022,0,0,0,0.0
Sukhothai,North,G,30,Wholesale and retail trade,3055,Wholesale and retail trade - micro establishments,Micro,347,SYNTHETIC SAMPLE - generated from Scout metadata,2022,0,0,0,0.0
Sukhothai,North,G,30,Wholesale and retail trade,3055,Wholesale and retail trade - small establishments,Small,82,SYNTHETIC SAMPLE - generated from Scout metadata,2022,0,0,0,0.0
Sukhothai,North,G,30,Wholesale and retail trade,3066,Wholesale and retail trade - medium establishments,Medium,20,SYNTHETIC SAMPLE - generated from Scout metadata,2022,0,0,0,0.0
Sukhothai,North,I,40,Accommodation and food service,4055,Accommodation and food service - micro establishments,Micro,284,SYNTHETIC SAMPLE - generated from Scout metadata,2022,0,0,0,0.0
Sukhothai,North,I,40,Accommodation and food service,4055,Accommodation and food service - small establishments,Small,60,SYNTHETIC SAMPLE - generated from Scout metadata,2022,0,0,0,0.0
Sukhothai,North,I,40,Accommodation and food service,4066,Accommodation and food service - medium establishments,Medium,14,SYNTHETIC SAMPLE - generated from Scout metadata,2022,0,0,0,0.0
Sukhothai,North,J,50,Information and communication,5055,Information and communication - micro establishments,Micro,123,SYNTHETIC SAMPLE - generated from Scout metadata,2022,0,0,0,0.0
Sukhothai,North,J,50,Information and communication,5055,Information and communication - small establishments,Small,27,SYNTHETIC SAMPLE - generated from Scout metadata,2022,0,0,0,0.0
Sukhothai,North,J,50,Information and communication,5066,Information and communication - medium establishments,Medium,6,SYNTHETIC SAMPLE - generated from Scout metadata,2022,0,0,0,0.0
Sukhothai,North,M,60,Professional and technical services,6055,Professional and technical services - micro establishments,Micro,156,SYNTHETIC SAMPLE - generated from Scout metadata,2022,0,0,0,0.0
Sukhothai,North,M,60,Professional and technical services,6055,Professional and technical services - small establishments,Small,34,SYNTHETIC SAMPLE - generated from Scout metadata,2022,0,0,0,0.0
Sukhothai,North,M,60,Professional and technical services,6066,Professional and technical services - medium establishments,Medium,8,SYNTHETIC SAMPLE - generated from Scout metadata,2022,0,0,0,0.0
Phitsanulok,North,A,10,Agriculture and food processing,1055,Agriculture and food processing - micro establishments,Micro,185,SYNTHETIC SAMPLE - generated from Scout metadata,2022,0,0,0,0.0
Phitsanulok,North,A,10,Agriculture and food processing,1055,Agriculture and food processing - small establishments,Small,43,SYNTHETIC SAMPLE - generated from Scout metadata,2022,0,0,0,0.0
Phitsanulok,North,A,10,Agriculture and food processing,1066,Agriculture and food processing - medium establishments,Medium,8,SYNTHETIC SAMPLE - generated from Scout metadata,2022,0,0,0,0.0
Phitsanulok,North,C,20,Manufacturing,2055,Manufacturing - micro establishments,Micro,229,SYNTHETIC SAMPLE - generated from Scout metadata,2022,0,0,0,0.0
Phitsanulok,North,C,20,Manufacturing,2055,Manufacturing - small establishments,Small,51,SYNTHETIC SAMPLE - generated from Scout metadata,2022,0,0,0,0.0
Phitsanulok,North,C,20,Manufacturing,2066,Manufacturing - medium establishments,Medium,11,SYNTHETIC SAMPLE - generated from Scout metadata,2022,0,0,0,0.0
Phitsanulok,North,G,30,Wholesale and retail trade,3055,Wholesale and retail trade - micro establishments,Micro,264,SYNTHETIC SAMPLE - generated from Scout metadata,2022,0,0,0,0.0
Phitsanulok,North,G,30,Wholesale and retail trade,3055,Wholesale and retail trade - small establishments,Small,58,SYNTHETIC SAMPLE - generated from Scout metadata,2022,0,0,0,0.0
Phitsanulok,North,G,30,Wholesale and retail trade,3066,Wholesale and retail trade - medium establishments,Medium,13,SYNTHETIC SAMPLE - generated from Scout metadata,2022,0,0,0,0.0
Phitsanulok,North,I,40,Accommodation and food service,4055,Accommodation and food service - micro establishments,Micro,185,SYNTHETIC SAMPLE - generated from Scout metadata,2022,0,0,0,0.0
Phitsanulok,North,I,40,Accommodation and food service,4055,Accommodation and food service - small establishments,Small,45,SYNTHETIC SAMPLE - generated from Scout metadata,2022,0,0,0,0.0
Phitsanulok,North,I,40,Accommodation and food service,4066,Accommodation and food service - medium establishments,Medium,9,SYNTHETIC SAMPLE - generated from Scout metadata,2022,0,0,0,0.0
Phitsanulok,North,J,50,Information and communication,5055,Information and communication - micro establishments,Micro,90,SYNTHETIC SAMPLE - generated from Scout metadata,2022,0,0,0,0.0
Phitsanulok,North,J,50,Information and communication,5055,Information and communication - small establishments,Small,21,SYNTHETIC SAMPLE - generated from Scout metadata,2022,0,0,0,0.0
Phitsanulok,North,J,50,Information and communication,5066,Information and communication - medium establishments,Medium,4,SYNTHETIC SAMPLE - generated from Scout metadata,2022,0,0,0,0.0
Phitsanulok,North,M,60,Professional and technical services,6055,Professional and technical services - micro establishments,Micro,130,SYNTHETIC SAMPLE - generated from Scout metadata,2022,0,0,0,0.0
Phitsanulok,North,M,60,Professional and technical services,6055,Professional and technical services - small establishments,Small,28,SYNTHETIC SAMPLE - generated from Scout metadata,2022,0,0,0,0.0
Phitsanulok,North,M,60,Professional and technical services,6066,Professional and technical services - medium establishments,Medium,7,SYNTHETIC SAMPLE - generated from Scout metadata,2022,0,0,0,0.0
Phichit,North,A,10,Agriculture and food processing,1055,Agriculture and food processing - micro establishments,Micro,209,SYNTHETIC SAMPLE - generated from Scout metadata,2022,0,0,0,0.0
Phichit,North,A,10,Agriculture and food processing,1055,Agriculture and food processing - small establishments,Small,48,SYNTHETIC SAMPLE - generated from Scout metadata,2022,0,0,0,0.0
Phichit,North,A,10,Agriculture and food processing,1066,Agriculture and food processing - medium establishments,Medium,10,SYNTHETIC SAMPLE - generated from Scout metadata,2022,0,0,0,0.0
Phichit,North,C,20,Manufacturing,2055,Manufacturing - micro establishments,Micro,262,SYNTHETIC SAMPLE - generated from Scout metadata,2022,0,0,0,0.0
Phichit,North,C,20,Manufacturing,2055,Manufacturing - small establishments,Small,67,SYNTHETIC SAMPLE - generated from Scout metadata,2022,0,0,0,0.0
Phichit,North,C,20,Manufacturing,2066,Manufacturing - medium establishments,Medium,15,SYNTHETIC SAMPLE - generated from Scout metadata,2022,0,0,0,0.0
Phichit,North,G,30,Wholesale and retail trade,3055,Wholesale and retail trade - micro establishments,Micro,328,SYNTHETIC SAMPLE - generated from Scout metadata,2022,0,0,0,0.0
Phichit,North,G,30,Wholesale and retail trade,3055,Wholesale and retail trade - small establishments,Small,78,SYNTHETIC SAMPLE - generated from Scout metadata,2022,0,0,0,0.0
Phichit,North,G,30,Wholesale and retail trade,3066,Wholesale and retail trade - medium establishments,Medium,17,SYNTHETIC SAMPLE - generated from Scout metadata,2022,0,0,0,0.0
Phichit,North,I,40,Accommodation and food service,4055,Accommodation and food service - micro establishments,Micro,216,SYNTHETIC SAMPLE - generated from Scout metadata,2022,0,0,0,0.0
