StockCode,product_month,monthly_quantity,monthly_revenue,monthly_invoices,monthly_customers,avg_price,grain
82482,2011-01,390,975.69,54,42,3.01962962962963,product_month
82482,2011-02,469,1173.46,70,43,3.2472857142857143,product_month
82482,2011-03,744,1915.41,98,68,3.161836734693878,product_month
82482,2011-04,485,1215.3300000000002,71,61,2.8980281690140846,product_month
82482,2011-05,946,2324.19,121,86,3.034590163934426,product_month
82482,2011-06,684,1783.1000000000001,104,76,3.159903846153846,product_month
82482,2011-07,908,2132.02,87,66,3.0035632183908048,product_month
82482,2011-08,825,2192.07,88,67,2.8014772727272725,product_month
82482,2011-09,970,2469.36,91,79,3.1661702127659574,product_month
82482,2011-10,794,2127.2000000000003,92,68,3.277368421052632,product_month
82482,2011-11,1107,2993.1600000000003,115,81,3.3466666666666667,product_month
82482,2011-12,149,491.94000000000005,29,23,3.590344827586207,product_month
82483,2009-12,322,1748.0,66,48,5.845454545454546,product_month
82483,2010-01,198,1131.49,60,37,6.293174603174603,product_month
82483,2010-02,155,885.33,37,31,6.573783783783784,product_month
82483,2010-03,2,11.9,1,1,5.95,product_month
82483,2010-04,256,1389.51,54,36,5.796181818181819,product_month
82483,2010-05,143,866.24,39,31,7.08475,product_month
82483,2010-06,145,825.2900000000001,36,35,6.024864864864865,product_month
82483,2010-07,201,1083.49,49,28,5.756938775510204,product_month
82483,2010-08,195,1080.25,43,41,5.836363636363637,product_month
82483,2010-09,332,1810.48,68,44,5.980144927536232,product_month
82483,2010-10,205,1153.29,44,40,6.135652173913043,product_month
82483,2010-11,352,1977.48,83,70,6.1578160919540235,product_month
82483,2010-12,532,2838.48,68,43,5.780943396226415,product_month
82483,2011-01,130,754.52,35,33,6.247837837837838,product_month
82483,2011-02,168,1015.11,29,28,6.6846875,product_month
82483,2011-03,201,1297.64,40,37,7.16725,product_month
82483,2011-04,108,707.11,31,27,6.998709677419355,product_month
82483,2011-06,276,1732.32,36,34,7.174324324324324,product_month
82483,2011-07,125,849.44,37,34,7.23891891891892,product_month
82483,2011-08,221,1469.1100000000001,56,46,7.012631578947369,product_month
82483,2011-09,214,1436.02,55,47,7.373571428571429,product_month
82483,2011-10,191,1290.5,56,53,7.245964912280702,product_month
82483,2011-11,319,2108.9500000000003,77,67,7.131749999999999,product_month
82483,2011-12,112,751.94,23,22,7.75608695652174,product_month
82484,2010-04,279,1671.43,48,44,6.68875,product_month
82484,2010-05,271,1664.75,65,55,6.845384615384615,product_month
82484,2010-06,414,2185.06,59,48,6.817796610169491,product_month
82484,2010-07,623,3043.89,50,43,7.064117647058823,product_month
82484,2010-08,554,2924.3399999999997,59,54,6.636101694915255,product_month
82484,2010-09,221,1410.25,55,45,7.630000000000001,product_month
82484,2010-10,681,3627.89,59,51,6.887796610169492,product_month
82484,2010-11,776,4251.2,96,83,6.9321875,product_month
82484,2010-12,2562,12881.06,59,38,7.404444444444445,product_month
82484,2011-01,347,2100.09,56,45,7.404642857142858,product_month
82484,2011-02,355,2065.71,40,33,8.190000000000001,product_month
82484,2011-03,520,3088.75,54,44,8.450363636363637,product_month
82484,2011-04,241,1517.77,42,39,8.143571428571429,product_month
82484,2011-05,324,2149.96,50,47,7.9178,product_month
82484,2011-06,560,3382.36,58,48,8.553103448275861,product_month
82484,2011-07,495,2860.33,44,40,7.768863636363636,product_month
82484,2011-08,265,2074.51,68,49,9.747794117647059,product_month
82484,2011-09,518,3167.78,62,56,8.743709677419355,product_month
82484,2011-10,290,1924.94,50,42,9.2038,product_month
82484,2011-11,368,2507.37,69,54,8.873142857142858,product_month
82484,2011-12,390,2342.58,33,27,8.892424242424243,product_month
82486,2009-12,278,2127.28,64,39,8.445076923076924,product_month
82486,2010-01,277,2079.2200000000003,66,39,8.095942028985508,product_month
82486,2010-02,197,1501.05,45,36,8.62872340425532,product_month
82486,2010-03,269,2067.81,64,53,8.52470588235294,product_month
82486,2010-04,220,1708.26,64,38,8.385942028985507,product_month
82486,2010-05,150,1140.68,40,37,8.045,product_month
82486,2010-06,123,994.75,40,33,8.718,product_month
82486,2010-07,185,1373.1100000000001,53,32,7.824716981132075,product_month
82486,2010-08,126,973.88,40,37,8.076341463414634,product_month
82486,2010-09,305,2248.9300000000003,70,47,7.71638888888889,product_month
82486,2010-10,222,1685.26,49,45,8.133529411764705,product_month
82486,2010-11,272,2062.58,74,64,7.939210526315789,product_month
82486,2010-12,355,2699.87,63,40,8.168235294117647,product_month
82486,2011-01,159,1203.91,35,33,8.446111111111112,product_month
82486,2011-02,99,885.5699999999999,33,31,9.434444444444445,product_month
82486,2011-03,149,1283.55,40,38,8.825,product_month
82486,2011-04,146,1291.34,48,44,9.363333333333332,product_month
82486,2011-05,144,1300.32,48,42,9.556666666666667,product_month
82486,2011-06,151,1322.01,43,35,9.214186046511628,product_month
82486,2011-07,145,1288.1499999999999,42,37,9.586190476190476,product_month
82486,2011-08,208,1836.6399999999999,60,48,9.262131147540984,product_month
82486,2011-09,163,1451.1699999999998,46,42,9.372127659574467,product_month
82486,2011-10,177,1570.7099999999998,56,49,9.053050847457627,product_month
82486,2011-11,288,2495.04,74,64,9.171866666666666,product_month
82486,2011-12,91,791.41,17,17,9.66529411764706,product_month
82494L,2009-12,717,2033.7600000000002,102,66,3.193490566037736,product_month
82494L,2010-01,669,1876.67,87,58,3.1611363636363636,product_month
82494L,2010-02,598,1740.6800000000003,76,67,3.1408860759493673,product_month
82494L,2010-03,354,995.6500000000001,44,40,3.0895454545454544,product_month
82494L,2010-04,798,2190.1200000000003,86,62,3.0820224719101126,product_month
82494L,2010-05,568,1610.8100000000002,74,66,3.203333333333333,product_month
82494L,2010-06,662,1995.8500000000001,95,75,3.391326530612245,product_month
82494L,2010-07,702,1966.7900000000002,101,65,3.0733333333333333,product_month
82494L,2010-08,744,2097.3700000000003,83,72,3.24421686746988,product_month
82494L,2010-09,906,2494.5800000000004,99,68,2.965940594059406,product_month
82494L,2010-10,855,2420.9300000000003,110,94,3.0429464285714287,product_month
82494L,2010-11,1017,2859.26,106,86,3.1976576576576576,product_month
82494L,2010-12,948,2769.8700000000003,93,61,3.2399310344827588,product_month
82494L,2011-01,395,1180.93,56,45,3.7410714285714284,product_month
82494L,2011-02,590,1752.74,66,49,3.4497101449275362,product_month
82494L,2011-03,709,2048.1800000000003,97,81,3.436701030927835,product_month
82494L,2011-04,174,482.1,26,26,2.9038461538461537,product_month
82494L,2011-05,1,2.95,1,1,2.95,product_month
82494L,2011-06,443,1330.43,65,60,3.1273846153846154,product_month
82494L,2011-07,590,1732.88,76,68,3.145263157894737,product_month
82494L,2011-08,573,1659.2300000000002,77,60,3.2220779220779225,product_month
82494L,2011-09,767,2176.32,101,84,3.102772277227723,product_month
82494L,2011-10,593,1706.8100000000002,89,74,3.1262637362637364,product_month
82494L,2011-11,1059,2976.57,131,103,3.1453333333333333,product_month
82494L,2011-12,213,695.4200000000001,32,30,3.484545454545455,product_month
82494l,2010-05,11,83.82,6,1,7.62,product_month
82494l,2010-06,14,106.68,8,1,7.62,product_month
82494l,2010-08,24,203.28,2,1,8.47,product_month
82494l,2010-10,8,67.76,2,1,8.47,product_month
82494l,2010-11,57,482.79,7,1,8.47,product_month
82494l,2010-12,173,1465.3100000000002,6,1,8.47,product_month
82494l,2011-01,4,33.339999999999996,4,1,8.334999999999999,product_month
82494l,2011-02,32,265.28,16,1,8.29,product_month
82494l,2011-03,15,124.35,9,1,8.29,product_month
82494l,2011-08,1,8.29,1,1,8.29,product_month
82494l,2011-09,7,58.03,4,1,8.29,product_month
82494l,2011-10,19,157.51,7,1,8.29,product_month
82494l,2011-11,41,339.89,9,1,8.29,product_month
82494l,2011-12,18,149.22,5,1,8.29,product_month
82545A,2010-01,3,3.75,1,1,1.25,product_month
82545A,2010-03,5,6.25,2,2,1.25,product_month
82545A,2010-04,7,8.75,2,2,1.25,product_month
82545A,2010-05,2,2.5,1,1,1.25,product_month
82545A,2010-06,1,1.25,1,1,1.25,product_month
82545A,2010-08,3,3.75,1,1,1.25,product_month
82545A,2010-10,10,12.5,3,3,1.25,product_month
82551,2009-12,150,209.94,35,23,1.6533333333333333,product_month
82551,2010-01,349,425.21000000000004,36,21,1.7694444444444444,product_month
82551,2010-02,261,323.13,38,27,1.609736842105263,product_month
82551,2010-03,340,418.1,43,34,1.5034090909090907,product_month
82551,2010-04,233,307.87,35,27,1.5325714285714287,product_month
82551,2010-05,230,300.1,39,30,1.5407692307692307,product_month
82551,2010-06,185,248.89,38,29,1.581578947368421,product_month
82551,2010-07,313,379.31,32,26,1.4409375,product_month
82551,2010-08,203,263.83,36,29,1.495,product_month
82551,2010-09,270,377.32,29,21,1.6555172413793102,product_month
82551,2010-10,133,200.26999999999998,26,22,1.6538461538461537,product_month
82551,2010-11,57,85.72999999999999,13,10,1.67,product_month
82551,2010-12,149,242.54999999999998,23,12,1.9799999999999998,product_month
82551,2011-01,180,250.94,20,15,1.7454999999999998,product_month
82551,2011-02,131,190.57999999999998,22,20,1.5786363636363634,product_month
82551,2011-03,422,690.97,29,23,1.7024137931034482,product_month
82551,2011-04,255,392.98999999999995,18,16,1.6121052631578947,product_month
82551,2011-05,211,337.02,25,18,1.7024000000000001,product_month
82551,2011-06,198,268.90999999999997,30,30,1.477,product_month
82551,2011-07,225,365.4,31,19,1.8816129032258064,product_month
82551,2011-08,191,302.2,37,23,1.8221052631578947,product_month
82551,2011-09,398,660.8399999999999,31,20,1.8506451612903225,product_month
82551,2011-10,81,126.53999999999999,27,21,1.7118518518518517,product_month
82551,2011-11,486,728.56,48,29,1.835,product_month
82551,2011-12,39,66.64999999999999,10,5,2.157,product_month
82552,2009-12,510,594.6600000000001,32,23,1.6153125,product_month
82552,2010-01,244,324.08,41,24,1.6524390243902438,product_month
82552,2010-02,485,554.0500000000001,33,32,1.3206060606060606,product_month
82552,2010-03,753,857.61,47,40,1.398723404255319,product_month
82552,2010-04,452,567.76,53,50,1.341509433962264,product_month
82552,2010-05,339,410.55,42,35,1.3627906976744186,product_month
82552,2010-06,267,347.61,49,40,1.4970588235294116,product_month
82552,2010-07,273,351.33,43,34,1.4844186046511627,product_month
82552,2010-08,296,373.78,45,40,1.3321739130434782,product_month
82552,2010-09,179,256.87,24,23,1.5216666666666665,product_month
82552,2010-10,8,11.6,4,3,1.45,product_month
82552,2010-11,143,210.53,17,15,1.6266666666666665,product_month
82552,2010-12,236,345.38,21,18,1.5435294117647058,product_month
82552,2011-01,80,123.11999999999999,15,10,1.8573333333333333,product_month
82552,2011-02,345,483.7,32,26,1.5909090909090908,product_month
82552,2011-03,516,826.26,41,36,1.6039024390243903,product_month
82552,2011-04,261,399.66999999999996,19,18,1.5589473684210526,product_month
82552,2011-05,95,146.84,26,18,1.749259259259259,product_month
82552,2011-06,75,111.78,28,24,1.5582142857142856,product_month
82552,2011-07,311,505.01,29,24,1.6413793103448275,product_month
82552,2011-08,264,368.65,30,24,1.6015625,product_month
82552,2011-09,324,524.87,34,27,1.6322222222222222,product_month
82552,2011-10,59,95.64999999999999,29,22,1.6937931034482758,product_month
82552,2011-11,470,770.67,51,37,1.722156862745098,product_month
82552,2011-12,61,97.53999999999999,9,5,2.123333333333333,product_month
82553,2009-12,103,212.67000000000002,32,13,2.65125,product_month
82553,2010-01,6,16.81,6,3,2.8016666666666663,product_month
82553,2010-02,5,8.25,4,3,1.65,product_month
82567,2009-12,20,48.6,11,8,2.6999999999999997,product_month
82567,2010-01,71,122.18,29,6,1.7620689655172415,product_month
82567,2010-02,58,126.02000000000001,17,15,2.348235294117647,product_month
82567,2010-03,21,50.43,14,10,2.5521428571428575,product_month
82567,2010-04,31,77.76,15,10,2.8033333333333332,product_month
82567,2010-05,46,105.04,14,11,2.7028571428571433,product_month
82567,2010-06,20,44.11,11,11,2.291818181818182,product_month
82567,2010-07,31,69.32000000000001,11,10,2.483636363636364,product_month
82567,2010-08,71,151.21,18,18,2.2172222222222224,product_month
82567,2010-09,31,73.54,14,11,2.5521428571428575,product_month
82567,2010-10,42,96.64,20,17,2.501904761904762,product_month
82567,2010-11,55,128.16,24,18,2.6275,product_month
82567,2010-12,74,195.49,22,9,3.366,product_month
82567,2011-01,18,42.019999999999996,7,6,2.7028571428571433,product_month
82567,2011-02,37,75.03,17,9,1.9982352941176469,product_month
82567,2011-03,45,86.51,20,10,1.8415,product_month
82567,2011-04,49,92.34,16,9,1.839375,product_month
82567,2011-05,54,104.0,27,15,1.8737037037037039,product_month
82567,2011-06,49,95.06,21,9,1.928095238095238,product_month
82567,2011-07,78,145.47,32,12,1.80625,product_month
82567,2011-08,73,145.78,28,15,1.8985714285714284,product_month
82567,2011-09,63,124.35,25,15,1.9580000000000002,product_month
82567,2011-10,47,85.07,26,12,1.8288461538461538,product_month
82567,2011-11,90,167.85,34,17,1.8448571428571428,product_month
82567,2011-12,57,107.95,16,10,1.906470588235294,product_month
82578,2009-12,168,101.4,28,17,0.8086206896551725,product_month
82578,2010-01,148,85.07000000000001,28,23,0.6513793103448277,product_month
82578,2010-02,151,89.62,26,19,0.7746153846153846,product_month
82578,2010-03,294,166.81,43,35,0.6661363636363636,product_month
82578,2010-04,538,266.95,35,31,0.6238888888888889,product_month
82578,2010-05,519,255.14000000000001,34,32,0.6088571428571429,product_month
82578,2010-06,216,127.46000000000001,41,29,0.7604878048780488,product_month
82578,2010-07,270,150.69,32,29,0.6184375000000001,product_month
82578,2010-08,673,344.22,39,31,0.6892682926829269,product_month
82578,2010-09,229,131.06,30,25,0.6716666666666667,product_month
82578,2010-10,145,87.02,29,24,0.7020000000000001,product_month
82578,2010-11,194,110.35000000000001,34,27,0.628918918918919,product_month
82578,2010-12,132,82.09,17,11,0.8367857142857142,product_month
82578,2011-01,100,65.01,21,14,0.8295238095238096,product_month
82578,2011-02,195,110.75000000000001,24,21,0.634,product_month
82578,2011-03,115,70.95,28,19,0.76,product_month
82578,2011-04,173,94.83,18,15,0.6983333333333334,product_month
82578,2011-05,103,59.45,21,15,0.6833333333333333,product_month
82578,2011-06,89,52.45,22,17,0.7090909090909091,product_month
82578,2011-07,248,166.52,22,17,0.6795652173913044,product_month
82578,2011-08,236,144.26000000000002,30,22,0.719,product_month
82578,2011-09,169,107.89,27,16,0.7640740740740741,product_month
82578,2011-10,157,93.35000000000001,24,15,0.7833333333333333,product_month
82578,2011-11,83,59.650000000000006,40,19,0.8125,product_month
82578,2011-12,300,137.4,11,6,0.92,product_month
82580,2009-12,442,255.85000000000002,45,31,0.7333333333333333,product_month
82580,2010-01,783,380.25,51,34,0.7274999999999999,product_month
82580,2010-02,317,183.11,49,38,0.6931372549019608,product_month
82580,2010-03,1050,536.49,75,55,0.7134615384615385,product_month
82580,2010-04,424,242.49,55,45,0.6647272727272727,product_month
82580,2010-05,513,293.0,63,45,0.70765625,product_month
82580,2010-06,492,290.21,62,44,0.7598387096774194,product_month
82580,2010-07,787,407.65000000000003,57,46,0.6736206896551724,product_month
82580,2010-08,700,393.03000000000003,59,48,0.6441935483870969,product_month
82580,2010-09,452,255.9,50,41,0.6931372549019608,product_month
82580,2010-10,870,430.99,69,52,0.7009722222222223,product_month
82580,2010-11,560,328.44,70,48,0.7349333333333334,product_month
82580,2010-12,367,243.46,44,20,0.9509859154929577,product_month
82580,2011-01,476,251.3,47,24,0.9047916666666667,product_month
82580,2011-02,504,270.98,53,27,0.8889090909090909,product_month
82580,2011-03,631,336.25,57,31,0.8424561403508772,product_month
82580,2011-04,527,263.33,43,30,0.7067441860465117,product_month
82580,2011-05,374,228.34,52,30,0.7823076923076923,product_month
82580,2011-06,536,306.7,49,34,0.7214285714285714,product_month
82580,2011-07,375,253.87,47,23,0.8665957446808511,product_month
82580,2011-08,546,291.6,48,28,0.8097916666666668,product_month
82580,2011-09,734,476.92,52,28,0.8371153846153846,product_month
82580,2011-10,335,201.75,53,29,0.7833333333333334,product_month
82580,2011-11,407,298.81,68,32,0.8217391304347826,product_month
82580,2011-12,198,137.64,18,9,0.9105555555555556,product_month
82581,2009-12,211,119.05000000000001,26,20,0.6653846153846155,product_month
82581,2010-01,243,140.95000000000002,36,26,0.7078378378378378,product_month
82581,2010-02,214,123.54,35,29,0.6881081081081082,product_month
82581,2010-03,432,246.26000000000002,55,45,0.6757894736842106,product_month
82581,2010-04,451,253.79000000000002,48,42,0.6385416666666667,product_month
82581,2010-05,559,311.1,47,40,0.6084,product_month
82581,2010-06,288,165.70000000000002,49,40,0.6668000000000001,product_month
82581,2010-07,674,343.31,50,43,0.6350000000000001,product_month
82581,2010-08,871,450.93,54,49,0.5861403508771931,product_month
82581,2010-09,282,163.13000000000002,35,29,0.6716666666666666,product_month
82581,2010-10,167,98.39,36,31,0.631578947368421,product_month
82581,2010-11,168,101.16000000000001,37,25,0.7867567567567568,product_month
82581,2010-12,189,114.17000000000002,21,13,0.8505882352941176,product_month
82581,2011-01,479,245.92000000000002,31,21,0.7803225806451614,product_month
82581,2011-02,412,199.38,28,20,0.7657142857142858,product_month
82581,2011-03,550,281.2,45,31,0.7493333333333333,product_month
82581,2011-04,256,142.58,29,23,0.6903448275862069,product_month
82581,2011-05,265,158.59,36,27,0.6522222222222223,product_month
82581,2011-06,203,118.65,34,25,0.7100000000000001,product_month
82581,2011-07,253,172.77,29,19,0.773448275862069,product_month
82581,2011-08,450,223.4,31,22,0.7716129032258066,product_month
82581,2011-09,281,170.19,37,29,0.7062162162162163,product_month
82581,2011-10,177,102.25000000000001,25,17,0.69,product_month
82581,2011-11,309,195.89,48,28,0.6852083333333333,product_month
82581,2011-12,123,69.75,11,9,0.6772727272727272,product_month
82582,2009-12,312,658.6800000000001,44,31,2.590681818181818,product_month
82582,2010-01,161,314.91,24,21,2.3466666666666667,product_month
82582,2010-02,97,203.70000000000002,23,23,2.1,product_month
82582,2010-03,323,627.7,35,31,2.3116666666666665,product_month
82582,2010-04,253,546.07,37,30,2.4246153846153846,product_month
82582,2010-05,277,558.5100000000001,35,33,2.2029729729729732,product_month
82582,2010-06,221,468.32000000000005,31,28,2.2361290322580647,product_month
82582,2010-07,354,718.1,39,30,2.197692307692308,product_month
82582,2010-08,443,875.4800000000001,38,34,2.185,product_month
82582,2010-09,193,382.36,14,13,2.3266666666666667,product_month
82582,2010-11,495,929.86,39,35,2.2743589743589743,product_month
82582,2010-12,334,743.6,31,21,2.657358490566038,product_month
82582,2011-01,166,320.25,21,19,2.3395454545454544,product_month
82582,2011-02,167,324.27000000000004,22,20,2.3360869565217395,product_month
82582,2011-03,316,655.75,43,34,2.2830232558139536,product_month
82582,2011-04,484,947.4900000000001,31,27,2.2561290322580643,product_month
82582,2011-05,270,563.21,36,32,2.312702702702703,product_month
82582,2011-06,309,621.0200000000001,29,25,2.3713793103448273,product_month
82582,2011-07,295,605.5600000000001,26,24,2.246538461538462,product_month
82582,2011-08,419,852.0200000000001,36,32,2.3116666666666665,product_month
82582,2011-09,539,1089.1100000000001,43,37,2.36,product_month
82582,2011-10,426,852.7800000000001,41,35,2.378780487804878,product_month
82582,2011-11,576,1168.0500000000002,53,39,2.5794444444444444,product_month
82582,2011-12,207,434.97,25,19,2.6584,product_month
82583,2009-12,399,809.6600000000001,42,29,2.643720930232558,product_month
82583,2010-01,380,739.07,46,33,2.614468085106383,product_month
82583,2010-02,264,545.98,42,31,2.474318181818182,product_month
82583,2010-03,707,1349.76,52,43,2.296481481481482,product_month
82583,2010-04,389,822.9000000000001,47,32,2.6104166666666666,product_month
82583,2010-05,531,1039.2,46,39,2.348478260869565,product_month
82583,2010-06,503,965.6500000000001,47,33,2.601875,product_month
82583,2010-07,21,44.1,5,5,2.1,product_month
82583,2010-08,729,1301.0700000000002,36,31,2.2045945945945946,product_month
82583,2010-09,428,854.5300000000001,44,37,2.417045454545455,product_month
82583,2010-10,423,877.7900000000001,64,45,2.6053030303030305,product_month
82583,2010-11,867,1732.22,96,56,2.835,product_month
82583,2010-12,590,1327.68,49,22,3.1854545454545455,product_month
82583,2011-01,233,566.33,52,27,3.076923076923077,product_month
82583,2011-02,346,802.33,37,26,2.75875,product_month
82583,2011-03,681,1640.9700000000003,69,44,2.876571428571429,product_month
82583,2011-04,583,1238.97,48,31,2.7744,product_month
82583,2011-05,547,1258.3700000000001,62,35,3.035230769230769,product_month
82583,2011-06,425,1007.0600000000001,41,23,3.0802439024390247,product_month
82583,2011-07,160,546.88,7,2,4.5928571428571425,product_month
82583,2011-08,118,499.47999999999996,8,3,4.245,product_month
82583,2011-09,1336,3104.55,60,41,2.709375,product_month
82583,2011-10,1181,2242.77,76,48,2.8349367088607598,product_month
82583,2011-11,939,2366.65,80,55,2.722235294117647,product_month
82583,2011-12,310,812.84,20,12,3.311818181818182,product_month
82585,2009-12,34,60.98,16,5,2.1574999999999998,product_month
82585,2010-01,36,57.72,15,8,1.7466666666666666,product_month
82585,2010-02,32,47.56,11,7,1.8227272727272725,product_month
82585,2010-03,63,70.89,5,5,1.464,product_month
82587,2009-12,8,10.0,3,3,1.25,product_month
82587,2010-01,24,32.519999999999996,8,6,1.479090909090909,product_month
82587,2010-02,31,43.79,9,7,1.6280000000000001,product_month
82587,2010-03,25,30.23,9,9,1.3688888888888888,product_month
82587,2010-04,17,23.77,7,7,1.43,product_month
82587,2010-05,28,32.72,4,4,1.2120000000000002,product_month
82597,2009-12,110,259.6,27,16,3.0777777777777775,product_month
82597,2010-01,127,257.57,21,17,2.5828571428571427,product_month
82597,2010-02,85,180.61,15,15,2.240666666666667,product_month
82597,2010-03,151,312.19000000000005,26,18,2.631851851851852,product_month
82597,2010-04,111,234.51000000000002,17,14,2.4241176470588237,product_month
82597,2010-05,110,240.85000000000002,20,16,2.5828571428571427,product_month
82597,2010-06,114,258.39000000000004,21,14,2.903809523809524,product_month
82597,2010-07,91,197.43,17,15,2.4331578947368424,product_month
82597,2010-08,178,362.56,26,22,2.408846153846154,product_month
82597,2010-09,114,219.72000000000003,16,16,2.074375,product_month
82597,2010-10,44,96.62,8,8,2.311,product_month
82597,2010-11,1,4.21,1,1,4.21,product_month
82599,2009-12,130,306.0,25,14,3.1559999999999997,product_month
82599,2010-01,158,324.87,24,19,2.6141666666666667,product_month
82599,2010-02,58,126.02000000000001,14,13,2.4014285714285717,product_month
82599,2010-03,124,270.25,33,25,2.522727272727273,product_month
82599,2010-04,198,403.86,29,21,2.4941379310344827,product_month
82599,2010-05,210,429.06,30,25,2.4819354838709677,product_month
82599,2010-06,93,209.72000000000003,23,17,2.6983333333333337,product_month
82599,2010-07,220,459.20000000000005,31,24,2.599090909090909,product_month
82599,2010-08,296,614.58,39,31,2.4141025641025644,product_month
82599,2010-09,76,170.15,22,18,2.4669565217391307,product_month
82599,2010-10,200,419.31000000000006,38,30,2.477894736842105,product_month
82599,2010-11,248,558.09,57,33,2.9660344827586207,product_month
82599,2010-12,221,616.02,48,21,3.330833333333333,product_month
82599,2011-01,66,150.86,25,19,2.5904000000000003,product_month
82599,2011-02,97,212.99,22,17,2.635,product_month
82599,2011-03,127,291.06,32,23,2.715151515151515,product_month
82599,2011-04,62,142.38,13,8,2.9699999999999998,product_month
82599,2011-05,1,2.1,1,1,2.1,product_month
82600,2009-12,489,967.98,59,47,2.4077966101694916,product_month
82600,2010-01,270,581.7700000000001,47,39,2.4077083333333333,product_month
82600,2010-02,621,1168.45,41,40,2.1209523809523807,product_month
82600,2010-03,593,1113.52,44,40,2.223777777777778,product_month
82600,2010-04,436,866.4100000000001,49,43,2.2304081632653063,product_month
82600,2010-05,440,857.2300000000001,42,39,2.1013636363636365,product_month
82600,2010-06,463,910.11,51,40,2.398823529411765,product_month
82600,2010-07,406,819.57,45,41,2.2224444444444447,product_month
82600,2010-08,903,1679.13,65,51,2.309230769230769,product_month
82600,2010-09,632,1245.68,60,47,2.312,product_month
82600,2010-10,555,1081.0800000000002,69,56,2.2001449275362317,product_month
82600,2010-11,874,1654.0800000000002,84,66,2.29561797752809,product_month
82600,2010-12,621,1292.91,60,32,2.9593023255813953,product_month
82600,2011-01,283,606.83,44,33,2.5846666666666667,product_month
82600,2011-02,264,544.08,38,28,2.5971794871794875,product_month
82600,2011-03,519,1030.0800000000002,43,37,2.354090909090909,product_month
82600,2011-04,312,637.47,35,29,2.484571428571429,product_month
82600,2011-05,435,931.32,61,44,2.659344262295082,product_month
82600,2011-06,326,674.99,47,35,2.559148936170213,product_month
82600,2011-07,679,1460.8500000000001,53,43,2.3594339622641507,product_month
82600,2011-08,531,1113.7900000000002,49,41,2.411020408163265,product_month
82600,2011-09,1030,2334.01,65,53,2.3525757575757575,product_month
82600,2011-10,4,8.4,2,2,2.1,product_month
82600,2011-11,828,1767.19,20,16,2.412,product_month
82600,2011-12,394,865.9300000000001,28,17,2.8810714285714285,product_month
82605,2009-12,12,34.0,7,4,3.357142857142857,product_month
82605,2010-01,31,54.81,19,2,1.832105263157895,product_month
82605,2010-02,13,29.410000000000004,8,8,2.36375,product_month
82605,2010-03,10,25.22,8,7,2.568888888888889,product_month
82605,2010-04,26,60.93000000000001,9,6,2.8033333333333332,product_month
82605,2010-05,19,42.010000000000005,7,7,2.4014285714285717,product_month
82605,2010-06,19,46.23,10,8,2.7329999999999997,product_month
82605,2010-07,18,37.800000000000004,6,6,2.1,product_month
82605,2010-08,50,107.11000000000001,13,13,2.2623076923076924,product_month
82605,2010-09,16,42.04,9,5,2.944,product_month
82605,2010-10,19,42.010000000000005,12,12,2.2623076923076924,product_month
82605,2010-11,23,48.300000000000004,14,13,2.1,product_month
82605,2010-12,13,27.299999999999997,2,2,2.1,product_month
82605,2011-03,1,2.1,1,1,2.1,product_month
82607A,2009-12,34,47.78,9,6,1.836666666666667,product_month
82607A,2010-01,56,87.94,22,10,1.8030434782608695,product_month
82607A,2010-02,110,142.24,21,10,1.7809523809523808,product_month
82607A,2010-03,109,148.55,21,10,1.960952380952381,product_month
82607A,2010-04,94,141.44,25,14,1.8044,product_month
82607A,2010-05,37,56.33,12,6,1.9284615384615384,product_month
82607A,2010-06,58,81.32,16,9,1.80125,product_month
82607A,2010-07,28,40.04,6,5,1.67,product_month
82607A,2010-08,39,60.089999999999996,15,9,1.838,product_month
82607A,2010-09,47,60.01,7,6,1.43,product_month
82607A,2010-10,58,66.72999999999999,5,5,1.464,product_month
82607C,2009-12,22,32.78,6,4,1.91,product_month
82607C,2010-01,41,61.449999999999996,16,7,1.8875,product_month
82607C,2010-02,39,56.31,12,6,1.7749999999999997,product_month
82607C,2010-03,13,25.07,9,4,2.09,product_month
82607E,2009-12,12,15.0,2,2,1.25,product_month
82607E,2010-01,14,17.5,5,3,1.25,product_month
82607E,2010-02,46,57.5,10,8,1.25,product_month
82607E,2010-03,14,17.5,3,3,1.25,product_month
82607E,2010-05,6,7.5,1,1,1.25,product_month
82607E,2010-06,7,8.75,3,3,1.25,product_month
82607E,2010-10,2,2.5,1,1,1.25,product_month
82613A,2009-12,42,72.3,18,7,2.0566666666666666,product_month
82613A,2010-01,23,33.85,8,5,1.8875,product_month
82613A,2010-02,65,85.03,12,9,1.5650000000000002,product_month
82613A,2010-03,102,138.84,18,12,1.67,product_month
82613A,2010-04,32,45.04,8,6,1.7225,product_month
82613A,2010-05,51,66.27,10,8,1.502,product_month
82613A,2010-06,92,116.25999999999999,6,6,1.4075,product_month
82613A,2010-07,30,37.5,5,4,1.25,product_month
82613A,2010-08,2,2.5,1,1,1.25,product_month
82613A,2010-09,10,12.5,3,3,1.25,product_month
82613A,2010-10,3,3.75,3,3,1.25,product_month
82613A,2010-11,9,11.25,6,6,1.25,product_month
82613A,2010-12,21,26.25,2,2,1.25,product_month
82613A,2011-01,1,1.25,1,1,1.25,product_month
82613A,2011-02,1,1.25,1,1,1.25,product_month
82613A,2011-03,11,13.75,4,4,1.25,product_month
82613A,2011-04,4,5.0,3,3,1.25,product_month
