customer_id,signup_date,region,plan_type,acquisition_channel,age,account_tenure_days,avg_order_value,orders_last_90d,app_sessions_last_30d,support_tickets_90d,late_delivery_rate,avg_delivery_delay_hours,discount_ratio,product_variety_score,return_rate_90d,competitor_price_index,days_since_last_order,account_status_30d,delay_risk_band,discount_band
PC101706,2024-03-15,suburban,basic,referral,33,291,27.05,6,16,0,0.123,21.99,0.279,47.6,0.045,1.07,30.8,0,watch,healthy
PC101707,2024-01-13,metro,plus,organic,31,353,49.53,5,17,0,0.084,8.36,0.099,74.8,0.075,0.997,60.7,0,low,low
PC101708,2024-01-23,metro,basic,affiliate,34,343,43.11,4,11,0,0.074,4.25,0.426,61.6,0.021,0.841,33.3,1,low,high
PC101709,2024-06-28,metro,premium,paid_search,18,186,69.57,10,23,0,0.183,27.53,0.289,43.2,0.013,0.928,20.9,0,watch,healthy
PC101710,2024-05-14,metro,basic,paid_search,35,231,58.08,5,10,2,0.062,15.85,0.09,58.7,0.145,0.855,72.1,0,low,low
PC101711,2024-07-30,suburban,basic,affiliate,33,154,30.61,5,9,2,0.101,25.44,0.388,81.6,0.202,1.01,17.6,0,watch,high
PC101712,2024-05-28,metro,plus,referral,45,217,35.73,5,16,1,0.095,16.44,0.265,63.8,0.08,1.05,27.7,0,low,healthy
PC101713,2023-07-27,rural,plus,social,40,523,48.73,5,14,2,0.097,13.4,0.228,47.0,0.136,1.276,29.9,0,low,healthy
PC101714,2024-03-13,metro,basic,organic,46,293,72.61,8,12,0,0.124,10.88,0.655,28.1,0.038,1.071,40.2,0,low,high
PC101715,2024-05-16,suburban,premium,social,23,229,33.17,8,8,3,0.36,16.13,0.434,62.7,0.071,1.055,19.1,0,low,high
PC101716,2024-10-17,rural,plus,referral,61,75,45.08,8,15,4,0.601,33.89,0.193,46.8,0.211,0.977,8.7,0,high,healthy
PC101717,2023-10-05,suburban,basic,referral,36,453,33.05,8,8,0,0.119,11.23,0.449,77.1,0.08,0.953,32.7,0,low,high
PC101718,2023-12-10,metro,basic,paid_search,33,387,27.88,7,13,0,0.438,33.91,0.133,69.6,0.032,1.117,20.9,0,high,healthy
PC101719,2024-02-17,metro,plus,affiliate,32,318,54.08,11,11,2,0.124,14.64,0.288,72.1,0.201,1.03,19.8,0,low,healthy
PC101720,2024-10-13,suburban,basic,social,37,79,68.22,7,12,1,0.192,11.02,0.304,67.6,0.053,0.957,25.0,0,low,healthy
PC101721,2024-07-03,rural,premium,paid_search,67,181,61.68,6,10,1,0.137,15.28,0.279,72.6,0.041,0.877,32.3,0,low,healthy
PC101722,2024-05-07,rural,premium,affiliate,38,238,58.06,10,15,0,0.177,26.33,0.155,69.5,0.055,0.924,26.8,0,watch,healthy
PC101723,2024-10-20,suburban,plus,organic,36,72,62.54,5,8,1,0.178,28.44,0.508,66.9,0.03,1.012,42.4,0,watch,high
PC101724,2024-06-26,suburban,basic,social,33,188,55.83,6,8,0,0.095,13.59,0.169,73.8,0.002,1.234,20.7,0,low,healthy
PC101725,2024-12-05,rural,plus,paid_search,41,26,67.35,9,19,0,0.219,24.05,0.151,38.1,0.093,1.074,15.9,0,watch,healthy
PC101726,2023-12-14,metro,basic,social,59,383,50.69,7,7,0,0.151,20.17,0.321,60.3,0.182,0.899,19.2,0,watch,healthy
PC101727,2024-01-07,suburban,basic,organic,44,359,27.97,10,15,0,0.296,23.95,0.48,32.6,0.016,0.831,12.0,0,watch,high
PC101728,2024-04-26,suburban,premium,organic,37,249,48.0,5,12,1,0.2,23.51,0.36,43.6,0.125,0.803,24.5,0,watch,high
PC101729,2023-12-08,suburban,basic,social,41,389,89.18,2,10,0,0.072,38.6,0.017,73.0,0.002,1.086,47.3,0,high,low
PC101730,2024-08-08,rural,premium,organic,63,145,103.81,10,12,0,0.127,16.91,0.096,52.0,0.068,1.18,20.0,0,low,low
PC101731,2023-06-25,suburban,basic,affiliate,39,555,29.39,4,13,0,0.532,43.51,0.535,75.2,0.047,0.964,43.1,1,high,high
PC101732,2024-02-11,metro,basic,social,19,324,69.51,6,12,1,0.13,30.88,0.152,60.3,0.21,0.992,39.9,0,high,healthy
PC101733,2023-09-14,metro,basic,referral,37,474,33.09,6,13,0,0.219,31.12,0.139,59.3,0.122,1.342,17.4,1,high,healthy
PC101734,2024-01-06,metro,premium,organic,60,360,40.24,8,15,3,0.114,11.89,0.374,71.7,0.068,0.858,23.2,0,low,high
PC101735,2024-02-19,suburban,basic,social,18,316,102.55,5,9,0,0.007,27.66,0.127,100.0,0.047,1.024,38.5,0,watch,healthy
PC101736,2024-05-29,metro,basic,social,64,216,58.45,8,13,0,0.143,26.67,0.243,54.5,0.028,0.838,21.6,0,watch,healthy
PC101737,2024-08-21,suburban,plus,organic,42,132,47.16,12,18,2,0.211,17.93,0.078,81.2,0.081,0.923,21.3,0,low,low
PC101738,2024-07-07,suburban,basic,organic,44,177,29.24,8,5,0,0.098,25.93,0.352,39.4,0.075,0.828,13.7,1,watch,high
PC101739,2024-03-29,metro,basic,social,18,277,63.8,9,11,0,0.186,22.24,0.558,69.1,0.004,0.985,15.6,0,watch,high
PC101740,2023-12-31,suburban,basic,organic,41,366,70.2,5,13,1,0.255,24.31,0.28,67.1,0.028,1.06,32.6,0,watch,healthy
PC101741,2023-12-09,metro,basic,paid_search,26,388,25.84,6,10,1,0.123,20.67,0.344,66.6,0.019,1.115,17.1,1,watch,healthy
PC101742,2024-09-05,suburban,basic,paid_search,30,117,58.08,6,13,0,0.014,5.5,0.146,41.5,0.036,1.111,37.0,0,low,healthy
PC101743,2024-04-20,metro,basic,organic,33,255,35.56,8,13,2,0.137,14.67,0.318,46.4,0.114,1.074,62.3,0,low,healthy
PC101744,2023-04-22,rural,plus,organic,31,619,38.51,8,8,1,0.131,13.11,0.278,56.1,0.047,0.846,30.1,0,low,healthy
PC101745,2024-03-21,suburban,basic,referral,49,285,28.44,3,10,1,0.336,18.77,0.41,78.5,0.028,1.009,44.9,0,watch,high
PC101746,2024-10-10,metro,basic,paid_search,36,82,25.93,7,9,2,0.248,13.34,0.047,33.0,0.091,1.031,34.2,0,low,low
PC101747,2023-05-03,metro,basic,organic,41,608,106.12,6,12,2,0.151,15.48,0.16,44.0,0.042,0.997,52.8,0,low,healthy
PC101748,2023-10-02,metro,basic,organic,37,456,73.49,9,8,0,0.361,29.87,0.157,76.7,0.061,0.992,16.6,0,watch,healthy
PC101749,2023-05-11,rural,premium,referral,30,600,71.98,13,15,2,0.118,33.08,0.454,84.6,0.088,0.879,12.9,1,high,high
PC101750,2024-07-19,metro,basic,referral,45,165,60.82,7,9,0,0.04,13.47,0.272,100.0,0.076,0.956,27.1,0,low,healthy
PC101751,2024-05-06,metro,plus,organic,32,239,70.92,4,12,1,0.096,16.41,0.097,91.1,0.198,1.236,54.2,0,low,low
PC101752,2024-05-22,metro,plus,referral,31,223,43.32,4,13,0,0.039,6.64,0.11,69.1,0.019,1.144,54.9,0,low,healthy
PC101753,2023-06-12,rural,plus,organic,37,568,40.49,5,7,0,0.202,21.26,0.336,61.9,0.026,1.01,21.4,0,watch,healthy
PC101754,2024-04-22,rural,basic,affiliate,35,253,79.88,10,8,2,0.326,22.18,0.383,68.2,0.175,0.999,25.4,0,watch,high
PC101755,2024-09-24,suburban,basic,affiliate,50,98,111.03,6,8,0,0.192,15.34,0.142,44.9,0.142,0.742,50.1,1,low,healthy
PC101756,2024-07-21,suburban,basic,organic,47,163,70.03,11,8,1,0.467,38.75,0.574,86.7,0.132,0.985,14.6,0,high,high
PC101757,2024-06-10,suburban,basic,social,30,204,75.71,8,11,1,0.037,10.54,0.144,36.7,0.135,0.986,68.0,0,low,healthy
PC101758,2024-07-25,metro,plus,organic,35,159,31.83,11,14,0,0.076,17.76,0.159,85.6,0.034,1.107,43.9,0,low,healthy
PC101759,2024-10-15,metro,premium,paid_search,54,77,151.14,10,10,1,0.036,2.7,0.261,70.1,0.144,0.905,49.1,0,low,healthy
PC101760,2024-09-24,metro,premium,paid_search,28,98,177.93,7,11,0,0.393,18.64,0.316,73.8,0.056,1.083,19.0,0,watch,healthy
PC101761,2023-06-08,metro,basic,organic,41,572,63.11,7,14,1,0.065,14.35,0.397,38.1,0.022,0.976,25.2,0,low,high
PC101762,2024-08-20,metro,plus,organic,47,133,34.76,7,7,0,0.291,18.27,0.217,68.9,0.07,0.995,20.8,0,watch,healthy
PC101763,2023-10-18,rural,premium,social,65,440,43.32,11,10,0,0.251,18.77,0.262,39.4,0.13,1.159,9.3,0,watch,healthy
PC101764,2024-07-23,metro,basic,organic,43,161,27.74,4,11,0,0.115,7.74,0.108,30.0,0.091,1.2,33.0,0,low,healthy
PC101765,2023-11-26,metro,basic,affiliate,31,401,24.29,10,11,0,0.253,20.96,0.683,56.6,0.039,1.305,23.5,0,watch,high
PC101766,2024-04-01,suburban,plus,affiliate,47,274,30.87,7,18,1,0.017,2.25,0.31,59.5,0.037,1.016,25.0,0,low,healthy
PC101767,2024-05-08,rural,premium,referral,44,237,36.05,10,10,1,0.272,26.92,0.366,71.6,0.033,0.934,22.4,0,watch,high
PC101768,2023-12-21,rural,plus,referral,24,376,52.07,6,6,0,0.557,70.99,0.205,37.0,0.18,0.891,35.5,0,critical,healthy
PC101769,2024-02-08,rural,plus,paid_search,53,327,34.73,8,13,1,0.118,21.05,0.256,46.6,0.099,1.113,27.8,0,watch,healthy
PC101770,2024-07-16,metro,basic,organic,30,168,95.44,8,13,2,0.313,28.62,0.322,40.9,0.094,0.68,15.9,1,watch,healthy
PC101771,2024-09-19,metro,basic,referral,41,103,47.83,4,13,1,0.085,17.64,0.146,93.1,0.127,0.816,31.0,0,low,healthy
PC101772,2024-05-10,metro,plus,organic,31,235,79.81,10,8,3,0.35,34.13,0.644,80.3,0.075,0.818,13.6,0,high,high
PC101773,2024-09-19,rural,basic,social,56,103,52.0,9,17,2,0.227,20.22,0.284,84.7,0.104,0.847,14.1,0,watch,healthy
PC101774,2024-07-09,suburban,basic,paid_search,20,175,34.84,9,10,1,0.201,23.29,0.25,93.9,0.05,1.073,31.1,0,watch,healthy
PC101775,2023-11-07,metro,premium,paid_search,48,420,56.32,11,9,0,0.269,23.8,0.118,54.2,0.057,1.226,40.6,0,watch,healthy
PC101776,2024-05-04,metro,plus,organic,31,241,54.64,8,13,0,0.012,4.38,0.025,56.5,0.11,1.08,33.6,0,low,low
PC101777,2024-04-20,metro,basic,paid_search,35,255,50.56,4,8,0,0.203,15.81,0.165,34.7,0.186,0.958,43.3,0,low,healthy
PC101778,2023-11-26,metro,plus,paid_search,42,401,95.29,8,13,2,0.25,33.7,0.103,56.1,0.155,1.202,38.5,0,high,healthy
PC101779,2023-09-25,metro,basic,organic,26,463,35.95,8,11,1,0.049,42.77,0.29,71.5,0.079,0.858,33.0,0,high,healthy
PC101780,2023-09-30,metro,basic,referral,34,458,69.28,7,12,1,0.093,15.03,0.162,58.6,0.05,1.071,66.2,0,low,healthy
PC101781,2024-03-05,metro,basic,affiliate,35,301,29.78,6,12,0,0.18,42.36,0.286,46.9,0.046,1.098,24.9,0,high,healthy
PC101782,2024-11-13,metro,plus,organic,56,48,27.99,6,16,1,0.317,23.62,0.314,51.6,0.161,0.879,25.5,1,watch,healthy
PC101783,2024-01-13,rural,basic,affiliate,29,353,70.59,5,15,2,0.166,13.25,0.217,68.0,0.085,1.134,45.1,0,low,healthy
PC101784,2023-01-01,rural,plus,organic,49,734,132.55,4,10,2,0.286,28.33,0.211,58.7,0.157,1.135,28.8,1,watch,healthy
PC101785,2024-11-17,metro,basic,paid_search,50,44,31.15,8,17,1,0.544,25.19,0.051,54.2,0.099,1.015,41.5,0,watch,low
PC101786,2024-10-06,metro,basic,organic,30,86,23.69,9,13,0,0.194,14.86,0.53,58.4,0.277,0.929,22.4,1,low,high
PC101787,2023-01-23,metro,basic,referral,35,708,68.21,7,7,0,0.14,17.24,0.226,63.2,0.097,0.903,58.7,0,low,healthy
PC101788,2023-10-15,rural,basic,referral,31,443,29.07,9,18,0,0.245,16.51,0.131,65.1,0.017,1.091,6.3,0,low,healthy
PC101789,2024-07-12,metro,basic,referral,24,172,35.41,3,13,1,0.157,18.46,0.106,37.2,0.086,1.317,36.4,0,watch,healthy
PC101790,2023-08-12,suburban,basic,organic,25,507,58.72,7,13,1,0.067,7.38,0.136,43.7,0.025,0.826,23.9,0,low,healthy
PC101791,2024-06-25,metro,premium,paid_search,38,189,43.44,13,17,1,0.201,14.16,0.358,43.2,0.052,1.006,40.3,1,low,high
PC101792,2024-11-08,metro,plus,organic,35,53,60.73,8,8,1,0.094,9.81,0.094,58.9,0.032,0.885,21.8,0,low,low
PC101793,2024-04-07,suburban,basic,social,46,268,47.03,8,10,1,0.431,33.27,0.386,57.3,0.049,0.927,17.6,0,high,high
PC101794,2024-05-20,metro,plus,social,25,225,55.41,10,15,1,0.077,8.62,0.178,81.4,0.035,0.939,30.6,0,low,healthy
PC101795,2023-09-15,metro,basic,social,31,473,104.66,8,13,0,0.156,9.91,0.121,74.3,0.01,0.919,54.3,0,low,healthy
PC101796,2024-03-07,rural,plus,referral,36,299,40.79,4,15,1,0.197,36.5,0.623,95.6,0.048,0.891,65.2,0,high,high
PC101797,2023-07-14,metro,plus,social,38,536,100.86,8,12,2,0.338,23.01,0.321,2.9,0.234,0.794,32.3,0,watch,healthy
PC101798,2024-04-29,suburban,plus,organic,35,246,36.08,6,15,1,0.007,19.71,0.129,18.8,0.049,1.035,22.4,0,watch,healthy
PC101799,2023-01-01,suburban,basic,paid_search,41,747,72.06,2,7,1,0.232,18.98,0.106,68.4,0.133,0.925,44.5,0,watch,healthy
PC101800,2024-09-02,rural,plus,social,37,120,57.75,8,5,0,0.215,58.1,0.324,61.3,0.039,0.913,25.1,1,critical,healthy
PC101801,2024-06-15,metro,basic,referral,37,199,51.47,7,12,2,0.208,13.98,0.359,28.8,0.092,1.112,20.9,0,low,high
PC101802,2024-07-07,suburban,plus,paid_search,30,177,67.28,4,7,0,0.048,19.37,0.189,60.5,0.143,0.938,38.1,0,watch,healthy
PC101803,2024-07-25,metro,basic,paid_search,32,159,38.01,9,14,0,0.043,35.87,0.121,73.9,0.013,0.905,25.3,1,high,healthy
PC101804,2024-01-01,metro,basic,paid_search,61,365,119.63,6,9,0,0.31,27.94,0.274,52.1,0.057,0.862,28.1,0,watch,healthy
PC101805,2024-04-15,metro,plus,organic,43,260,69.47,7,11,2,0.025,30.98,0.22,34.1,0.094,0.942,29.5,0,high,healthy
PC101806,2024-05-13,rural,plus,organic,50,232,64.17,10,7,1,0.41,25.57,0.191,75.4,0.049,1.111,29.0,0,watch,healthy
PC101807,2024-03-15,metro,basic,paid_search,25,291,28.14,7,9,1,0.041,11.15,0.349,48.1,0.049,0.843,20.5,0,low,healthy
PC101808,2024-06-08,rural,basic,affiliate,34,206,126.08,4,10,2,0.327,23.84,0.155,32.4,0.062,1.037,36.0,1,watch,healthy
PC101809,2024-03-29,suburban,basic,paid_search,23,277,97.58,6,9,0,0.019,20.04,0.121,44.5,0.045,0.848,38.1,0,watch,healthy
PC101810,2023-01-01,rural,plus,social,54,1085,47.27,2,8,1,0.24,20.48,0.542,48.2,0.161,0.99,47.4,0,watch,high
PC101811,2024-09-04,metro,plus,paid_search,37,118,35.24,7,13,1,0.024,27.68,0.056,55.5,0.176,0.942,26.1,0,watch,low
PC101812,2023-10-01,suburban,plus,paid_search,40,457,29.86,4,7,2,0.27,20.01,0.165,78.3,0.056,1.015,78.5,0,watch,healthy
PC101813,2024-11-08,metro,basic,paid_search,31,53,40.29,2,10,0,0.412,25.35,0.065,70.2,0.129,1.075,30.4,0,watch,low
PC101814,2024-03-15,metro,basic,social,27,291,48.29,11,14,2,0.209,14.19,0.216,55.0,0.064,1.015,16.5,0,low,healthy
PC101815,2023-08-02,metro,premium,referral,37,517,79.82,8,11,0,0.049,11.42,0.217,87.7,0.039,0.975,9.4,0,low,healthy
PC101816,2024-04-05,suburban,basic,organic,31,270,52.16,13,12,0,0.103,13.09,0.192,75.9,0.01,1.375,32.5,0,low,healthy
PC101817,2024-09-07,suburban,basic,paid_search,39,115,18.46,5,12,1,0.149,19.46,0.312,64.4,0.018,0.845,34.7,0,watch,healthy
PC101818,2023-12-31,metro,basic,social,59,366,56.94,5,7,0,0.094,9.69,0.136,5.2,0.106,1.155,34.7,0,low,healthy
PC101819,2024-03-25,metro,basic,referral,32,281,67.35,13,12,0,0.012,2.98,0.22,78.4,0.019,0.703,28.1,0,low,healthy
PC101820,2023-10-20,metro,plus,referral,18,438,37.07,8,14,1,0.386,23.42,0.158,50.7,0.111,0.961,51.1,0,watch,healthy
PC101821,2024-06-18,rural,plus,social,18,196,41.2,3,12,0,0.277,26.34,0.182,72.5,0.032,1.135,44.9,0,watch,healthy
PC101822,2024-03-21,metro,basic,referral,28,285,60.48,3,15,2,0.151,8.94,0.521,57.5,0.071,1.24,42.1,0,low,high
PC101823,2024-10-23,suburban,premium,social,24,69,65.54,10,13,0,0.102,19.95,0.627,54.0,0.02,1.025,8.2,0,watch,high
PC101824,2023-10-05,metro,basic,referral,51,453,32.25,8,10,0,0.17,14.79,0.112,46.8,0.061,1.061,12.0,0,low,healthy
PC101825,2024-03-21,metro,basic,social,36,285,53.55,8,9,1,0.478,21.87,0.275,59.6,0.143,1.178,46.8,0,watch,healthy
PC101826,2024-10-24,metro,basic,organic,37,68,53.72,1,11,0,0.036,4.78,0.047,44.2,0.052,0.837,67.2,0,low,low
PC101827,2024-02-16,metro,basic,paid_search,39,319,63.49,5,13,1,0.092,19.48,0.157,40.9,0.021,0.977,30.2,1,watch,healthy
PC101828,2023-10-23,suburban,premium,social,49,435,37.93,9,10,0,0.181,30.56,0.285,90.0,0.051,1.064,10.1,0,high,healthy
PC101829,2024-06-23,suburban,plus,social,65,191,35.44,11,8,2,0.092,6.79,0.313,55.9,0.094,0.917,22.4,0,low,healthy
PC101830,2024-09-25,metro,basic,organic,45,97,35.96,4,11,0,0.33,20.91,0.252,100.0,0.053,1.096,31.4,0,watch,healthy
PC101831,2024-09-19,metro,plus,referral,52,103,79.04,6,8,0,0.258,12.91,0.172,60.4,0.084,0.97,63.6,0,low,healthy
PC101832,2023-08-03,suburban,plus,paid_search,41,516,61.82,7,13,3,0.206,11.85,0.129,57.2,0.06,1.074,23.6,0,low,healthy
PC101833,2024-03-13,suburban,plus,paid_search,44,293,92.74,10,17,0,0.115,12.82,0.228,77.9,0.001,0.751,15.7,0,low,healthy
PC101834,2024-01-21,metro,basic,affiliate,30,345,112.91,6,16,0,0.14,7.34,0.284,61.1,0.077,0.995,18.8,0,low,healthy
PC101835,2024-10-07,rural,basic,organic,32,85,61.77,7,10,0,0.292,30.15,0.059,51.1,0.046,1.112,26.1,1,high,low
PC101836,2024-01-18,rural,plus,affiliate,18,348,85.26,8,8,0,0.193,18.06,0.418,72.1,0.044,0.949,10.4,0,watch,high
PC101837,2024-08-27,metro,premium,social,33,126,31.33,9,15,0,0.012,38.97,0.088,76.6,0.089,1.066,16.0,0,high,low
PC101838,2023-01-01,suburban,basic,organic,18,766,37.56,3,21,0,0.012,15.88,0.183,85.9,0.139,1.019,24.9,0,low,healthy
PC101839,2023-09-09,suburban,basic,organic,32,479,56.18,4,11,2,0.043,8.69,0.218,79.6,0.31,1.08,45.6,0,low,healthy
PC101840,2024-10-02,metro,premium,organic,41,90,26.39,5,16,3,0.181,19.9,0.18,33.8,0.18,0.91,29.7,1,watch,healthy
PC101841,2024-07-08,suburban,plus,referral,41,176,83.44,8,13,1,0.045,6.49,0.461,41.8,0.032,0.965,30.6,0,low,high
PC101842,2023-12-09,suburban,basic,referral,51,388,87.9,8,12,0,0.16,6.4,0.242,54.8,0.043,0.948,22.9,0,low,healthy
PC101843,2024-11-28,metro,premium,paid_search,42,33,26.87,5,11,2,0.155,15.81,0.477,69.9,0.103,1.218,42.5,0,low,high
PC101844,2023-07-03,suburban,basic,organic,42,547,51.49,7,15,1,0.223,28.01,0.204,74.0,0.081,0.984,54.3,0,watch,healthy
PC101845,2024-06-13,suburban,plus,social,37,201,73.57,7,10,0,0.074,8.3,0.371,43.5,0.014,1.167,33.1,0,low,high
PC101846,2023-01-01,suburban,basic,organic,38,1006,48.74,7,12,0,0.084,20.52,0.373,64.0,0.041,0.905,20.9,0,watch,high
PC101847,2024-05-25,metro,basic,affiliate,30,220,76.38,13,12,0,0.147,19.42,0.133,62.5,0.061,0.923,7.4,0,watch,healthy
PC101848,2024-07-26,metro,plus,referral,29,158,35.65,6,17,0,0.067,4.62,0.006,97.6,0.174,0.91,20.7,0,low,low
PC101849,2023-11-21,rural,basic,organic,40,406,89.4,17,15,0,0.457,42.83,0.309,71.6,0.022,1.001,36.6,0,high,healthy
PC101850,2024-02-28,suburban,premium,organic,49,307,48.18,12,12,1,0.035,24.47,0.267,72.2,0.038,0.958,7.6,0,watch,healthy
PC101851,2023-12-22,suburban,basic,organic,42,375,63.27,10,12,1,0.307,35.86,0.168,54.9,0.031,1.201,15.0,0,high,healthy
PC101852,2024-01-08,metro,premium,organic,42,358,26.9,10,15,2,0.083,17.49,0.246,72.4,0.103,1.076,15.9,0,low,healthy
PC101853,2024-08-21,rural,plus,affiliate,18,132,43.42,9,14,0,0.295,25.37,0.34,83.2,0.006,0.892,32.1,0,watch,healthy
PC101854,2023-10-17,rural,premium,referral,46,441,54.88,14,13,2,0.059,17.08,0.264,63.5,0.061,0.68,23.6,0,low,healthy
PC101855,2024-08-01,suburban,plus,paid_search,40,152,58.74,5,8,1,0.094,4.53,0.258,46.4,0.059,1.03,51.4,0,low,healthy
PC101856,2024-10-06,metro,premium,referral,48,86,41.7,7,11,2,0.152,26.92,0.192,59.6,0.102,1.055,19.3,1,watch,healthy
PC101857,2024-08-16,rural,plus,social,40,137,73.97,8,10,0,0.144,23.04,0.246,62.6,0.23,0.958,26.9,0,watch,healthy
PC101858,2024-01-30,rural,basic,social,60,336,117.4,6,13,0,0.205,15.14,0.133,45.4,0.027,1.21,25.7,0,low,healthy
PC101859,2024-10-19,rural,plus,referral,39,73,32.59,6,9,1,0.472,37.18,0.219,76.5,0.148,1.003,57.6,0,high,healthy
PC101860,2024-04-13,rural,basic,referral,31,262,22.25,5,11,1,0.254,19.56,0.338,74.6,0.043,1.275,56.6,1,watch,healthy
PC101861,2024-12-18,metro,plus,affiliate,33,13,70.24,9,10,1,0.13,10.68,0.502,72.2,0.03,1.224,12.5,0,low,high
PC101862,2024-08-01,suburban,premium,paid_search,45,152,45.41,10,9,0,0.056,22.57,0.168,88.5,0.012,1.071,31.0,0,watch,healthy
PC101863,2023-09-07,metro,basic,paid_search,44,481,51.96,7,10,0,0.149,22.78,0.293,39.9,0.043,0.997,29.1,0,watch,healthy
PC101864,2024-11-09,rural,premium,organic,42,52,27.65,8,14,0,0.124,42.02,0.063,78.5,0.101,1.0,42.6,0,high,low
PC101865,2024-04-13,metro,plus,social,21,262,85.62,10,13,3,0.152,16.96,0.199,58.6,0.148,0.924,13.3,0,low,healthy
PC101866,2023-11-02,suburban,premium,paid_search,18,425,33.45,12,9,3,0.292,20.03,0.298,55.9,0.16,0.976,32.1,0,watch,healthy
PC101867,2024-05-23,rural,basic,organic,24,222,57.98,8,11,0,0.261,15.35,0.36,52.9,0.147,0.976,32.7,1,low,high
PC101868,2024-09-02,rural,basic,organic,36,120,46.07,12,7,0,0.123,14.33,0.075,27.7,0.008,0.877,4.2,0,low,low
PC101869,2023-12-21,metro,basic,social,30,376,32.71,11,16,0,0.096,10.28,0.502,68.2,0.057,1.027,17.1,0,low,high
PC101870,2024-02-17,metro,plus,paid_search,41,318,53.75,8,12,1,0.244,16.63,0.114,90.0,0.044,0.97,19.0,0,low,healthy
PC101871,2024-08-23,metro,premium,paid_search,47,130,85.75,10,15,0,0.109,8.55,0.087,86.9,0.239,0.813,19.3,1,low,low
PC101872,2024-11-24,metro,basic,organic,42,37,56.82,11,11,1,0.057,7.65,0.226,46.7,0.079,0.975,25.2,0,low,healthy
PC101873,2024-05-06,suburban,plus,social,41,239,94.36,7,14,0,0.085,36.68,0.381,23.6,0.03,1.177,21.6,0,high,high
PC101874,2024-04-04,suburban,plus,paid_search,48,271,22.94,10,13,1,0.15,14.88,0.108,62.9,0.056,0.951,22.0,0,low,healthy
PC101875,2023-06-14,metro,basic,organic,58,566,51.09,4,11,2,0.099,17.21,0.463,60.9,0.198,0.957,48.9,0,low,high
PC101876,2023-11-13,metro,basic,referral,35,414,39.08,3,11,1,0.079,17.88,0.393,48.0,0.029,1.005,46.8,0,low,high
PC101877,2024-11-12,suburban,plus,affiliate,46,49,56.87,5,12,0,0.472,59.68,0.218,51.8,0.008,1.246,49.1,0,critical,healthy
PC101878,2024-06-13,suburban,plus,social,51,201,102.34,11,10,0,0.146,11.6,0.033,100.0,0.086,1.046,25.5,0,low,low
PC101879,2023-09-24,suburban,basic,social,50,464,44.65,7,15,1,0.393,24.96,0.154,79.0,0.045,0.9,23.6,0,watch,healthy
PC101880,2024-03-07,metro,plus,social,53,299,64.69,7,16,1,0.088,29.54,0.099,62.0,0.078,0.898,16.9,0,watch,low
PC101881,2024-05-20,suburban,basic,affiliate,45,225,30.05,2,13,0,0.363,38.63,0.156,26.6,0.051,1.108,29.8,0,high,healthy
PC101882,2023-08-09,suburban,basic,organic,38,510,57.25,3,14,0,0.302,16.73,0.312,54.8,0.024,0.995,23.9,0,low,healthy
PC101883,2024-10-28,suburban,basic,paid_search,39,64,38.57,9,20,2,0.045,9.85,0.21,76.6,0.039,0.992,8.8,0,low,healthy
PC101884,2023-11-22,metro,premium,organic,42,405,94.36,9,15,0,0.461,55.21,0.298,28.5,0.016,0.974,28.8,1,critical,healthy
PC101885,2023-07-14,suburban,plus,organic,22,536,32.38,7,13,3,0.139,14.37,0.135,60.1,0.117,1.054,30.8,0,low,healthy
PC101886,2023-04-21,rural,basic,organic,34,620,31.22,12,14,3,0.286,18.79,0.323,61.5,0.211,1.069,27.3,0,watch,healthy
PC101887,2024-04-11,suburban,basic,organic,45,264,37.06,11,13,0,0.126,8.89,0.225,30.5,0.026,1.07,18.1,0,low,healthy
PC101888,2024-05-27,suburban,basic,referral,21,218,71.78,8,17,1,0.062,16.78,0.401,66.4,0.11,1.203,18.2,0,low,high
PC101889,2024-08-19,metro,basic,affiliate,19,134,78.88,4,10,2,0.156,11.92,0.348,68.3,0.103,1.048,73.6,0,low,healthy
PC101890,2024-03-04,metro,plus,social,56,302,34.93,3,8,0,0.004,7.43,0.05,51.9,0.124,1.207,57.8,0,low,low
PC101891,2024-06-01,metro,premium,paid_search,33,213,24.54,8,9,1,0.054,5.3,0.553,47.8,0.052,0.98,26.4,0,low,high
PC101892,2023-07-03,suburban,premium,referral,21,547,48.72,11,9,2,0.2,27.08,0.141,59.3,0.128,0.958,11.5,1,watch,healthy
PC101893,2024-11-05,metro,basic,referral,25,56,35.51,6,14,2,0.125,17.72,0.192,93.9,0.22,1.155,42.9,0,low,healthy
PC101894,2024-08-01,metro,plus,paid_search,41,152,40.6,10,11,1,0.235,12.91,0.307,82.4,0.047,1.073,21.8,0,low,healthy
PC101895,2024-10-02,metro,premium,paid_search,48,90,53.5,12,6,0,0.217,19.91,0.395,58.0,0.131,1.056,17.9,0,watch,high
PC101896,2023-06-01,metro,basic,referral,36,579,36.23,3,8,0,0.274,16.47,0.069,27.9,0.107,0.929,24.9,0,low,low
PC101897,2024-05-22,suburban,plus,organic,31,223,36.4,5,11,1,0.468,40.72,0.067,85.3,0.06,0.996,66.1,0,high,low
PC101898,2023-07-24,rural,plus,organic,56,526,24.1,5,19,3,0.198,25.5,0.19,90.3,0.144,1.139,58.1,0,watch,healthy
